Transcript_ID	Codon	Length
ENSOCUT00000054204	UGA	440
ENSOCUT00000054205	UGA	843
ENSOCUT00000054206	UAG	433
ENSOCUT00000054208	UAA	361
ENSOCUT00000054220	UAA	304
ENSOCUT00000054221	UAG	177
ENSOCUT00000054224	UAA	414
ENSOCUT00000054227	UGA	515
ENSOCUT00000054229	UGA	1001
ENSOCUT00000054230	UAA	762
ENSOCUT00000054237	UGA	53
ENSOCUT00000054239	UAG	855
ENSOCUT00000054240	UGA	897
ENSOCUT00000054244	UGA	59
ENSOCUT00000054246	UGA	1550
ENSOCUT00000054248	UAG	692
ENSOCUT00000054252	UAA	1000
ENSOCUT00000054254	UGA	338
ENSOCUT00000054257	UAA	686
ENSOCUT00000054258	UGA	44
ENSOCUT00000054259	UGA	250
ENSOCUT00000054260	UGA	1521
ENSOCUT00000054262	UAA	147
ENSOCUT00000054265	UGA	235
ENSOCUT00000054269	UGA	545
ENSOCUT00000054272	UAA	35
ENSOCUT00000054273	UGA	1295
ENSOCUT00000054276	UGA	1542
ENSOCUT00000054283	UAG	1000
ENSOCUT00000054288	UGA	171
ENSOCUT00000054294	UAG	202
ENSOCUT00000054295	UGA	494
ENSOCUT00000054300	UAA	653
ENSOCUT00000054301	UGA	1168
ENSOCUT00000054304	UAA	10
ENSOCUT00000054308	UGA	127
ENSOCUT00000054309	UAG	1964
ENSOCUT00000054313	UAG	0
ENSOCUT00000054315	UAG	481
ENSOCUT00000054318	UAG	2471
ENSOCUT00000054319	UAA	103
ENSOCUT00000054322	UAG	824
ENSOCUT00000054329	UAG	1201
ENSOCUT00000054330	UAG	794
ENSOCUT00000054336	UAA	567
ENSOCUT00000054339	UGA	578
ENSOCUT00000054341	UGA	820
ENSOCUT00000054342	UAG	98
ENSOCUT00000054349	UGA	188
ENSOCUT00000054350	UGA	1000
ENSOCUT00000054360	UAA	55
ENSOCUT00000054364	UGA	518
ENSOCUT00000054365	UAG	0
ENSOCUT00000054366	UGA	183
ENSOCUT00000054367	UAA	541
ENSOCUT00000054370	UGA	0
ENSOCUT00000054377	UGA	0
ENSOCUT00000054378	UAA	918
ENSOCUT00000054380	UGA	101
ENSOCUT00000054382	UGA	767
ENSOCUT00000054384	UAG	314
ENSOCUT00000054389	UGA	2725
ENSOCUT00000054390	UGA	89
ENSOCUT00000054394	UAG	607
ENSOCUT00000054397	UGA	1000
ENSOCUT00000054398	UAG	411
ENSOCUT00000054400	UGA	122
ENSOCUT00000054402	UAA	986
ENSOCUT00000054403	UAA	1253
ENSOCUT00000054410	UAA	867
ENSOCUT00000054412	UGA	17
ENSOCUT00000054414	UGA	1000
ENSOCUT00000054416	UGA	803
ENSOCUT00000054420	UAA	1000
ENSOCUT00000054422	UGA	746
ENSOCUT00000054430	UGA	560
ENSOCUT00000054431	UAG	118
ENSOCUT00000054436	UGA	305
ENSOCUT00000054437	UAA	356
ENSOCUT00000054438	UAA	641
ENSOCUT00000054441	UAG	451
ENSOCUT00000054443	UAG	0
ENSOCUT00000054444	UGA	851
ENSOCUT00000054445	UGA	0
ENSOCUT00000054446	UAA	852
ENSOCUT00000054447	UGA	183
ENSOCUT00000054449	UGA	74
ENSOCUT00000054454	UAA	520
ENSOCUT00000054458	UAG	1000
ENSOCUT00000054462	UAA	500
ENSOCUT00000054468	UAA	1000
ENSOCUT00000054475	UAA	239
ENSOCUT00000054479	UAA	354
ENSOCUT00000054480	UAG	479
ENSOCUT00000054484	UGA	0
ENSOCUT00000054486	UAG	121
ENSOCUT00000054489	UAA	176
ENSOCUT00000054490	UAG	3
ENSOCUT00000054494	UAG	437
ENSOCUT00000054495	UAA	272
ENSOCUT00000054500	UGA	2613
ENSOCUT00000054501	UAA	1000
ENSOCUT00000054503	UAA	640
ENSOCUT00000054506	UAA	121
ENSOCUT00000054509	UAA	1104
ENSOCUT00000054510	UAA	278
ENSOCUT00000054512	UAA	350
ENSOCUT00000054513	UAG	816
ENSOCUT00000054514	UGA	421
ENSOCUT00000054523	UGA	1000
ENSOCUT00000054524	UGA	208
ENSOCUT00000054525	UGA	187
ENSOCUT00000054528	UGA	924
ENSOCUT00000054532	UAG	62
ENSOCUT00000054537	UGA	853
ENSOCUT00000054539	UGA	423
ENSOCUT00000054544	UGA	77
ENSOCUT00000054547	UAG	1000
ENSOCUT00000054548	UGA	430
ENSOCUT00000054549	UGA	1000
ENSOCUT00000054555	UAA	853
ENSOCUT00000054557	UGA	877
ENSOCUT00000054563	UGA	17
ENSOCUT00000054564	UGA	1820
ENSOCUT00000054569	UAG	74
ENSOCUT00000054572	UAG	741
ENSOCUT00000054575	UAG	477
ENSOCUT00000054577	UAA	122
ENSOCUT00000054578	UGA	1019
ENSOCUT00000054579	UGA	1000
ENSOCUT00000054582	UGA	0
ENSOCUT00000054583	UAG	985
ENSOCUT00000054587	UGA	0
ENSOCUT00000054590	UGA	438
ENSOCUT00000054591	UAA	2092
ENSOCUT00000054593	UGA	523
ENSOCUT00000054594	UGA	619
ENSOCUT00000054596	UAA	69
ENSOCUT00000054597	UGA	1000
ENSOCUT00000054608	UGA	591
ENSOCUT00000054610	UAG	0
ENSOCUT00000054613	UAG	0
ENSOCUT00000054614	UGA	465
ENSOCUT00000054617	UAG	1000
ENSOCUT00000054620	UGA	798
ENSOCUT00000054625	UGA	110
ENSOCUT00000054631	UGA	70
ENSOCUT00000054632	UAA	353
ENSOCUT00000054637	UAA	0
ENSOCUT00000054638	UAA	2111
ENSOCUT00000054641	UAA	18
ENSOCUT00000054642	UAG	3606
ENSOCUT00000054644	UAG	87
ENSOCUT00000054649	UAG	119
ENSOCUT00000054650	UAA	3
ENSOCUT00000054654	UGA	0
ENSOCUT00000054655	UGA	325
ENSOCUT00000054658	UAA	21
ENSOCUT00000054659	UGA	0
ENSOCUT00000054660	UAA	26
ENSOCUT00000054665	UAG	0
ENSOCUT00000054667	UGA	605
ENSOCUT00000054668	UAA	853
ENSOCUT00000054669	UGA	40
ENSOCUT00000054670	UGA	2218
ENSOCUT00000054672	UGA	1081
ENSOCUT00000054676	UGA	1049
ENSOCUT00000054679	UAA	225
ENSOCUT00000054681	UAG	65
ENSOCUT00000054686	UAA	1000
ENSOCUT00000054690	UAG	652
ENSOCUT00000054692	UGA	0
ENSOCUT00000054697	UAG	951
ENSOCUT00000054698	UAA	455
ENSOCUT00000054707	UAG	81
ENSOCUT00000054710	UGA	316
ENSOCUT00000054711	UAG	325
ENSOCUT00000054716	UAG	1000
ENSOCUT00000054717	UGA	0
ENSOCUT00000054723	UAG	1000
ENSOCUT00000054724	UGA	625
ENSOCUT00000054731	UAG	1000
ENSOCUT00000054732	UAA	0
ENSOCUT00000054733	UGA	122
ENSOCUT00000054736	UAG	4
ENSOCUT00000054739	UGA	119
ENSOCUT00000054744	UAG	24
ENSOCUT00000054745	UAA	52
ENSOCUT00000054747	UGA	547
ENSOCUT00000054748	UAA	332
ENSOCUT00000054750	UGA	0
ENSOCUT00000054754	UAG	533
ENSOCUT00000054757	UAA	318
ENSOCUT00000054758	UAA	427
ENSOCUT00000054760	UAG	10
ENSOCUT00000054765	UAG	968
ENSOCUT00000054767	UAA	5
ENSOCUT00000054768	UAG	335
ENSOCUT00000054769	UAA	182
ENSOCUT00000054770	UGA	679
ENSOCUT00000054771	UGA	0
ENSOCUT00000054773	UGA	1000
ENSOCUT00000054778	UAG	1044
ENSOCUT00000054779	UGA	237
ENSOCUT00000054783	UGA	734
ENSOCUT00000054784	UGA	291
ENSOCUT00000054787	UAG	1158
ENSOCUT00000054795	UAA	0
ENSOCUT00000054797	UGA	559
ENSOCUT00000054798	UGA	78
ENSOCUT00000054801	UGA	156
ENSOCUT00000054802	UGA	0
ENSOCUT00000054803	UGA	1656
ENSOCUT00000054805	UAA	148
ENSOCUT00000054809	UGA	407
ENSOCUT00000054810	UAG	127
ENSOCUT00000054811	UAG	419
ENSOCUT00000054812	UGA	1909
ENSOCUT00000054814	UAA	585
ENSOCUT00000054818	UAA	143
ENSOCUT00000054819	UGA	172
ENSOCUT00000054822	UGA	155
ENSOCUT00000054824	UAG	385
ENSOCUT00000054825	UAA	1000
ENSOCUT00000054831	UGA	1507
ENSOCUT00000054837	UGA	124
ENSOCUT00000054838	UAA	0
ENSOCUT00000054844	UAG	922
ENSOCUT00000054847	UAA	404
ENSOCUT00000054848	UGA	1000
ENSOCUT00000054854	UAG	1000
ENSOCUT00000054857	UGA	402
ENSOCUT00000054862	UGA	127
ENSOCUT00000054864	UGA	30
ENSOCUT00000054865	UGA	70
ENSOCUT00000054866	UAG	251
ENSOCUT00000054867	UGA	759
ENSOCUT00000054872	UAA	631
ENSOCUT00000054875	UAG	1030
ENSOCUT00000054878	UAG	594
ENSOCUT00000054881	UGA	567
ENSOCUT00000054886	UAA	565
ENSOCUT00000054887	UGA	98
ENSOCUT00000054889	UGA	553
ENSOCUT00000054896	UGA	1000
ENSOCUT00000054897	UGA	1000
ENSOCUT00000054898	UGA	656
ENSOCUT00000054899	UAA	0
ENSOCUT00000054905	UGA	508
ENSOCUT00000054906	UAA	343
ENSOCUT00000054908	UAA	147
ENSOCUT00000054910	UAG	683
ENSOCUT00000054912	UGA	513
ENSOCUT00000054917	UGA	152
ENSOCUT00000054920	UGA	221
ENSOCUT00000054923	UAA	2
ENSOCUT00000054926	UGA	12
ENSOCUT00000054927	UGA	1151
ENSOCUT00000054928	UGA	410
ENSOCUT00000054929	UAA	1000
ENSOCUT00000054932	UAA	314
ENSOCUT00000054935	UGA	83
ENSOCUT00000054938	UAG	1000
ENSOCUT00000054939	UGA	629
ENSOCUT00000054941	UGA	0
ENSOCUT00000054942	UGA	663
ENSOCUT00000054944	UAG	109
ENSOCUT00000054945	UAA	1023
ENSOCUT00000054950	UAG	53
ENSOCUT00000054954	UGA	114
ENSOCUT00000054956	UGA	204
ENSOCUT00000054958	UGA	316
ENSOCUT00000054960	UAA	46
ENSOCUT00000054967	UGA	0
ENSOCUT00000054973	UAA	976
ENSOCUT00000054976	UAA	403
ENSOCUT00000054977	UAG	1160
ENSOCUT00000054980	UAG	1032
ENSOCUT00000054984	UGA	44
ENSOCUT00000054985	UGA	30
ENSOCUT00000054988	UGA	854
ENSOCUT00000054992	UAG	175
ENSOCUT00000054993	UGA	370
ENSOCUT00000054995	UGA	15
ENSOCUT00000054997	UGA	73
ENSOCUT00000054998	UGA	2429
ENSOCUT00000054999	UAA	245
ENSOCUT00000055006	UGA	336
ENSOCUT00000055008	UGA	867
ENSOCUT00000055011	UGA	891
ENSOCUT00000055016	UAA	1506
ENSOCUT00000055018	UAG	114
ENSOCUT00000055021	UAG	0
ENSOCUT00000055022	UGA	322
ENSOCUT00000055027	UGA	0
ENSOCUT00000055028	UGA	1479
ENSOCUT00000055030	UGA	0
ENSOCUT00000055033	UAA	279
ENSOCUT00000055034	UGA	1000
ENSOCUT00000055036	UAA	366
ENSOCUT00000055039	UGA	645
ENSOCUT00000055041	UGA	1
ENSOCUT00000055042	UAG	0
ENSOCUT00000055045	UGA	834
ENSOCUT00000055048	UGA	3542
ENSOCUT00000055049	UAA	694
ENSOCUT00000055051	UAG	0
ENSOCUT00000055056	UGA	274
ENSOCUT00000055057	UGA	792
ENSOCUT00000055061	UGA	601
ENSOCUT00000055063	UGA	746
ENSOCUT00000055064	UGA	421
ENSOCUT00000055065	UAG	819
ENSOCUT00000055066	UAA	869
ENSOCUT00000055067	UAG	59
ENSOCUT00000055071	UGA	0
ENSOCUT00000055073	UGA	33
ENSOCUT00000055075	UGA	1000
ENSOCUT00000055079	UAG	55
ENSOCUT00000055082	UAA	967
ENSOCUT00000055086	UAG	471
ENSOCUT00000055087	UAA	0
ENSOCUT00000055090	UGA	456
ENSOCUT00000055092	UGA	0
ENSOCUT00000055093	UGA	1657
ENSOCUT00000055094	UGA	220
ENSOCUT00000055095	UGA	656
ENSOCUT00000055096	UAG	1309
ENSOCUT00000055098	UGA	1366
ENSOCUT00000055099	UGA	1000
ENSOCUT00000055100	UGA	658
ENSOCUT00000055116	UAA	255
ENSOCUT00000055118	UAA	1000
ENSOCUT00000055123	UGA	659
ENSOCUT00000055124	UGA	1000
ENSOCUT00000055126	UAG	323
ENSOCUT00000055127	UGA	117
ENSOCUT00000055128	UAA	2463
ENSOCUT00000055131	UGA	77
ENSOCUT00000055132	UAG	0
ENSOCUT00000055137	UAG	0
ENSOCUT00000055139	UAA	311
ENSOCUT00000055141	UAA	0
ENSOCUT00000055149	UGA	869
ENSOCUT00000055150	UAA	167
ENSOCUT00000055157	UGA	544
ENSOCUT00000055159	UAA	25
ENSOCUT00000055160	UAG	0
ENSOCUT00000055161	UAG	1000
ENSOCUT00000055164	UGA	254
ENSOCUT00000055168	UGA	307
ENSOCUT00000055170	UGA	134
ENSOCUT00000055173	UAG	0
ENSOCUT00000055174	UAA	745
ENSOCUT00000055179	UAG	2254
ENSOCUT00000055180	UAA	1000
ENSOCUT00000055181	UGA	1995
ENSOCUT00000055182	UGA	405
ENSOCUT00000055187	UAG	364
ENSOCUT00000055190	UGA	1000
ENSOCUT00000055191	UGA	54
ENSOCUT00000055194	UGA	23
ENSOCUT00000055197	UGA	664
ENSOCUT00000055198	UAA	210
ENSOCUT00000055200	UGA	278
ENSOCUT00000055202	UAA	146
ENSOCUT00000055205	UGA	322
ENSOCUT00000055207	UGA	958
ENSOCUT00000055208	UGA	435
ENSOCUT00000055209	UGA	281
ENSOCUT00000055210	UAA	98
ENSOCUT00000055211	UGA	529
ENSOCUT00000055214	UGA	1000
ENSOCUT00000055215	UGA	2698
ENSOCUT00000055216	UAG	768
ENSOCUT00000055217	UGA	625
ENSOCUT00000055221	UAA	1056
ENSOCUT00000055224	UAG	1000
ENSOCUT00000055225	UAG	1000
ENSOCUT00000055229	UGA	284
ENSOCUT00000055231	UGA	464
ENSOCUT00000055232	UGA	122
ENSOCUT00000055234	UAG	1615
ENSOCUT00000055237	UGA	254
ENSOCUT00000055241	UGA	230
ENSOCUT00000055244	UGA	8
ENSOCUT00000055247	UAG	0
ENSOCUT00000055250	UGA	397
ENSOCUT00000055252	UGA	0
ENSOCUT00000055253	UAG	206
ENSOCUT00000055259	UAA	892
ENSOCUT00000055260	UAA	560
ENSOCUT00000055261	UAG	219
ENSOCUT00000055268	UAG	692
ENSOCUT00000055275	UAA	535
ENSOCUT00000055278	UAA	63
ENSOCUT00000055282	UGA	975
ENSOCUT00000055286	UGA	382
ENSOCUT00000055289	UGA	2887
ENSOCUT00000055290	UAG	826
ENSOCUT00000055291	UAA	44
ENSOCUT00000055292	UAG	106
ENSOCUT00000055295	UGA	0
ENSOCUT00000055296	UAA	0
ENSOCUT00000055297	UGA	547
ENSOCUT00000055299	UAA	1168
ENSOCUT00000055302	UGA	690
ENSOCUT00000055303	UAA	465
ENSOCUT00000055306	UAG	44
ENSOCUT00000055308	UGA	46
ENSOCUT00000055309	UAG	44
ENSOCUT00000055319	UGA	0
ENSOCUT00000055321	UAA	1687
ENSOCUT00000055326	UAA	1000
ENSOCUT00000055336	UAG	1000
ENSOCUT00000055338	UGA	178
ENSOCUT00000055339	UGA	77
ENSOCUT00000055349	UGA	206
ENSOCUT00000055350	UAG	1615
ENSOCUT00000055351	UAG	2315
ENSOCUT00000055352	UAG	0
ENSOCUT00000055353	UAG	1511
ENSOCUT00000055358	UAA	47
ENSOCUT00000055360	UGA	18
ENSOCUT00000055366	UAA	171
ENSOCUT00000055367	UGA	3427
ENSOCUT00000055368	UGA	395
ENSOCUT00000055372	UGA	0
ENSOCUT00000055375	UGA	1961
ENSOCUT00000055376	UGA	163
ENSOCUT00000055380	UGA	1165
ENSOCUT00000055381	UAG	193
ENSOCUT00000055384	UAG	65
ENSOCUT00000055388	UGA	15
ENSOCUT00000055392	UGA	145
ENSOCUT00000055396	UAG	129
ENSOCUT00000055397	UAA	313
ENSOCUT00000055400	UGA	414
ENSOCUT00000055402	UAG	2193
ENSOCUT00000055408	UGA	1165
ENSOCUT00000055409	UAA	242
ENSOCUT00000055411	UAA	203
ENSOCUT00000055412	UAA	280
ENSOCUT00000055414	UGA	146
ENSOCUT00000055421	UAG	41
ENSOCUT00000055422	UAG	890
ENSOCUT00000055424	UAA	881
ENSOCUT00000055425	UGA	384
ENSOCUT00000055430	UAG	330
ENSOCUT00000055431	UAA	956
ENSOCUT00000055433	UGA	196
ENSOCUT00000055436	UAA	2742
ENSOCUT00000055441	UGA	0
ENSOCUT00000055443	UAA	1000
ENSOCUT00000055444	UAG	598
ENSOCUT00000055445	UAA	39
ENSOCUT00000055448	UGA	518
ENSOCUT00000055449	UGA	113
ENSOCUT00000055451	UGA	91
ENSOCUT00000055452	UGA	1000
ENSOCUT00000055456	UAG	795
ENSOCUT00000055458	UGA	218
ENSOCUT00000055460	UAG	77
ENSOCUT00000055461	UGA	227
ENSOCUT00000055463	UAA	1000
ENSOCUT00000055466	UGA	2236
ENSOCUT00000055468	UAG	173
ENSOCUT00000055469	UAG	1483
ENSOCUT00000055472	UGA	29
ENSOCUT00000055474	UAA	876
ENSOCUT00000055475	UAG	11
ENSOCUT00000055482	UGA	62
ENSOCUT00000055485	UGA	202
ENSOCUT00000055486	UAA	2065
ENSOCUT00000055487	UGA	50
ENSOCUT00000055490	UGA	7
ENSOCUT00000055491	UAA	570
ENSOCUT00000055495	UAG	530
ENSOCUT00000055496	UAG	225
ENSOCUT00000055497	UGA	64
ENSOCUT00000055498	UGA	1000
ENSOCUT00000055499	UGA	340
ENSOCUT00000055500	UAG	743
ENSOCUT00000055501	UAG	144
ENSOCUT00000055503	UGA	201
ENSOCUT00000055505	UGA	8
ENSOCUT00000055507	UAG	1000
ENSOCUT00000055509	UAG	211
ENSOCUT00000055512	UAA	626
ENSOCUT00000055516	UGA	344
ENSOCUT00000055522	UAA	371
ENSOCUT00000055523	UGA	619
ENSOCUT00000055526	UGA	406
ENSOCUT00000055527	UGA	121
ENSOCUT00000055534	UGA	224
ENSOCUT00000055535	UGA	393
ENSOCUT00000055538	UAA	0
ENSOCUT00000055541	UAA	0
ENSOCUT00000055542	UGA	0
ENSOCUT00000055544	UAG	664
ENSOCUT00000055546	UGA	656
ENSOCUT00000055552	UAA	33
ENSOCUT00000055553	UGA	147
ENSOCUT00000055554	UAA	333
ENSOCUT00000055557	UGA	542
ENSOCUT00000055558	UAG	320
ENSOCUT00000055560	UGA	574
ENSOCUT00000055562	UAG	311
ENSOCUT00000055563	UAA	154
ENSOCUT00000055565	UGA	1000
ENSOCUT00000055567	UGA	700
ENSOCUT00000055573	UGA	3787
ENSOCUT00000055580	UGA	545
ENSOCUT00000055584	UAG	1000
ENSOCUT00000055586	UGA	353
ENSOCUT00000055588	UAA	98
ENSOCUT00000055593	UAG	1780
ENSOCUT00000055595	UGA	42
ENSOCUT00000055598	UAG	118
ENSOCUT00000055601	UAA	279
ENSOCUT00000055602	UGA	233
ENSOCUT00000055603	UGA	264
ENSOCUT00000055605	UAA	2172
ENSOCUT00000055606	UAA	1000
ENSOCUT00000055607	UAA	245
ENSOCUT00000055608	UGA	258
ENSOCUT00000055610	UGA	466
ENSOCUT00000055611	UAG	0
ENSOCUT00000055612	UAG	1000
ENSOCUT00000055614	UGA	28
ENSOCUT00000055616	UGA	178
ENSOCUT00000055617	UAA	0
ENSOCUT00000055619	UGA	185
ENSOCUT00000055622	UAG	31
ENSOCUT00000055625	UGA	592
ENSOCUT00000055626	UAA	346
ENSOCUT00000055627	UGA	190
ENSOCUT00000055628	UAA	1306
ENSOCUT00000055629	UGA	804
ENSOCUT00000055630	UAA	511
ENSOCUT00000055631	UGA	753
ENSOCUT00000055634	UAG	11
ENSOCUT00000055635	UAA	2
ENSOCUT00000055637	UGA	1044
ENSOCUT00000055645	UGA	68
ENSOCUT00000055647	UAA	127
ENSOCUT00000055648	UAA	612
ENSOCUT00000055649	UGA	91
ENSOCUT00000055655	UGA	414
ENSOCUT00000055658	UGA	1216
ENSOCUT00000055660	UAA	472
ENSOCUT00000055665	UAA	942
ENSOCUT00000055667	UGA	113
ENSOCUT00000055668	UAA	1297
ENSOCUT00000055669	UGA	36
ENSOCUT00000055670	UAG	241
ENSOCUT00000055673	UGA	244
ENSOCUT00000055675	UAA	356
ENSOCUT00000055676	UGA	0
ENSOCUT00000055681	UAG	844
ENSOCUT00000055684	UAA	104
ENSOCUT00000055685	UAA	0
ENSOCUT00000055691	UGA	10
ENSOCUT00000055692	UGA	281
ENSOCUT00000055693	UGA	527
ENSOCUT00000055696	UGA	398
ENSOCUT00000055697	UGA	0
ENSOCUT00000055700	UGA	240
ENSOCUT00000055701	UAA	0
ENSOCUT00000055704	UAA	1369
ENSOCUT00000055705	UAA	37
ENSOCUT00000055706	UGA	1000
ENSOCUT00000055707	UGA	113
ENSOCUT00000055709	UGA	2895
ENSOCUT00000055710	UGA	4
ENSOCUT00000055715	UGA	252
ENSOCUT00000055716	UAA	8
ENSOCUT00000055719	UAA	365
ENSOCUT00000055724	UGA	138
ENSOCUT00000055725	UAA	122
ENSOCUT00000055727	UAG	816
ENSOCUT00000055730	UGA	298
ENSOCUT00000055733	UGA	237
ENSOCUT00000055736	UGA	1571
ENSOCUT00000055739	UAA	397
ENSOCUT00000055742	UAA	132
ENSOCUT00000055744	UGA	0
ENSOCUT00000055745	UAG	1000
ENSOCUT00000055749	UGA	0
ENSOCUT00000055750	UAG	0
ENSOCUT00000055754	UGA	857
ENSOCUT00000055757	UAA	606
ENSOCUT00000055760	UAG	1032
ENSOCUT00000055769	UAA	310
ENSOCUT00000055771	UGA	1000
ENSOCUT00000055774	UAA	1172
ENSOCUT00000055777	UGA	238
ENSOCUT00000055779	UGA	0
ENSOCUT00000055784	UAG	87
ENSOCUT00000055789	UGA	0
ENSOCUT00000055791	UAG	248
ENSOCUT00000055792	UGA	576
ENSOCUT00000055794	UGA	200
ENSOCUT00000055800	UAA	500
ENSOCUT00000055805	UGA	858
ENSOCUT00000055806	UAG	360
ENSOCUT00000055807	UGA	328
ENSOCUT00000055808	UAA	10
ENSOCUT00000055812	UGA	934
ENSOCUT00000055817	UAA	1000
ENSOCUT00000055821	UGA	2538
ENSOCUT00000055822	UAG	127
ENSOCUT00000055826	UGA	0
ENSOCUT00000055831	UAG	1000
ENSOCUT00000055833	UAA	1289
ENSOCUT00000055835	UGA	0
ENSOCUT00000055837	UGA	567
ENSOCUT00000055838	UGA	544
ENSOCUT00000055839	UAA	761
ENSOCUT00000055841	UAA	218
ENSOCUT00000055845	UGA	0
ENSOCUT00000055847	UAA	21
ENSOCUT00000055848	UGA	0
ENSOCUT00000055849	UAG	832
ENSOCUT00000055851	UGA	0
ENSOCUT00000055855	UAA	156
ENSOCUT00000055858	UAA	131
ENSOCUT00000055859	UAA	291
ENSOCUT00000055861	UGA	1000
ENSOCUT00000055863	UGA	196
ENSOCUT00000055866	UAG	1000
ENSOCUT00000055867	UGA	158
ENSOCUT00000055873	UGA	965
ENSOCUT00000055876	UGA	701
ENSOCUT00000055881	UAA	1644
ENSOCUT00000055882	UAA	1749
ENSOCUT00000055883	UAG	709
ENSOCUT00000055885	UGA	25
ENSOCUT00000055887	UAA	1000
ENSOCUT00000055888	UAG	1001
ENSOCUT00000055893	UAG	527
ENSOCUT00000055894	UAG	596
ENSOCUT00000055895	UAA	1056
ENSOCUT00000055899	UGA	568
ENSOCUT00000055901	UGA	72
ENSOCUT00000055905	UGA	2606
ENSOCUT00000055907	UGA	1000
ENSOCUT00000055912	UAA	814
ENSOCUT00000055914	UGA	339
ENSOCUT00000055916	UAA	283
ENSOCUT00000055917	UAA	68
ENSOCUT00000055919	UGA	127
ENSOCUT00000055920	UAG	229
ENSOCUT00000055939	UGA	167
ENSOCUT00000055943	UAG	140
ENSOCUT00000055944	UAG	359
ENSOCUT00000055945	UGA	1082
ENSOCUT00000055947	UGA	2379
ENSOCUT00000055958	UAA	1117
ENSOCUT00000055960	UGA	297
ENSOCUT00000055963	UGA	1333
ENSOCUT00000055964	UAA	117
ENSOCUT00000055965	UGA	24
ENSOCUT00000055966	UAA	186
ENSOCUT00000055969	UAG	93
ENSOCUT00000055971	UGA	425
ENSOCUT00000055972	UAA	0
ENSOCUT00000055979	UGA	1445
ENSOCUT00000055981	UAA	1371
ENSOCUT00000055982	UGA	398
ENSOCUT00000055984	UAG	1000
ENSOCUT00000055986	UGA	659
ENSOCUT00000055992	UAA	131
ENSOCUT00000055993	UGA	1000
ENSOCUT00000055998	UAA	665
ENSOCUT00000055999	UGA	1000
ENSOCUT00000056001	UAA	1180
ENSOCUT00000056004	UGA	96
ENSOCUT00000056007	UAA	22
ENSOCUT00000056008	UAA	455
ENSOCUT00000056010	UGA	434
ENSOCUT00000056011	UAA	1000
ENSOCUT00000056012	UGA	143
ENSOCUT00000056013	UAA	10
ENSOCUT00000056020	UAG	266
ENSOCUT00000056025	UAG	477
ENSOCUT00000056028	UAA	431
ENSOCUT00000056029	UAG	0
ENSOCUT00000056034	UGA	739
ENSOCUT00000056036	UGA	119
ENSOCUT00000056038	UAG	388
ENSOCUT00000056041	UGA	123
ENSOCUT00000056044	UGA	0
ENSOCUT00000056047	UAA	21
ENSOCUT00000056050	UGA	328
ENSOCUT00000056051	UAA	265
ENSOCUT00000056053	UAA	1000
ENSOCUT00000056055	UAG	1000
ENSOCUT00000056058	UGA	440
ENSOCUT00000056059	UAG	31
ENSOCUT00000056061	UGA	394
ENSOCUT00000056064	UGA	0
ENSOCUT00000056067	UGA	1815
ENSOCUT00000056068	UAG	1963
ENSOCUT00000056069	UGA	693
ENSOCUT00000056070	UAG	245
ENSOCUT00000056072	UGA	178
ENSOCUT00000056074	UGA	1000
ENSOCUT00000056080	UGA	415
ENSOCUT00000056082	UGA	912
ENSOCUT00000056084	UGA	584
ENSOCUT00000056085	UAG	1000
ENSOCUT00000056087	UAA	616
ENSOCUT00000056089	UAG	855
ENSOCUT00000056094	UGA	1000
ENSOCUT00000056096	UGA	0
ENSOCUT00000056097	UGA	696
ENSOCUT00000056099	UGA	758
ENSOCUT00000056100	UAA	113
ENSOCUT00000056101	UGA	1018
ENSOCUT00000056107	UAA	0
ENSOCUT00000056110	UAA	217
ENSOCUT00000056113	UGA	0
ENSOCUT00000056116	UAG	1000
ENSOCUT00000056117	UGA	234
ENSOCUT00000056119	UGA	1000
ENSOCUT00000056120	UGA	406
ENSOCUT00000056122	UGA	10
ENSOCUT00000056125	UAG	0
ENSOCUT00000056128	UAA	220
ENSOCUT00000056134	UAG	350
ENSOCUT00000056135	UAG	93
ENSOCUT00000056136	UGA	449
ENSOCUT00000056139	UGA	3085
ENSOCUT00000056141	UAA	347
ENSOCUT00000056142	UGA	843
ENSOCUT00000056144	UAA	640
ENSOCUT00000056145	UGA	727
ENSOCUT00000056146	UAG	344
ENSOCUT00000056147	UGA	511
ENSOCUT00000056154	UGA	1000
ENSOCUT00000056156	UGA	2657
ENSOCUT00000056157	UAA	0
ENSOCUT00000056158	UAA	295
ENSOCUT00000056162	UGA	870
ENSOCUT00000056163	UAG	500
ENSOCUT00000056164	UAG	129
ENSOCUT00000056167	UAA	1000
ENSOCUT00000056169	UAA	749
ENSOCUT00000056172	UAA	77
ENSOCUT00000056176	UGA	736
ENSOCUT00000056177	UAA	550
ENSOCUT00000056181	UAA	434
ENSOCUT00000056186	UGA	144
ENSOCUT00000056190	UAG	230
ENSOCUT00000056191	UGA	0
ENSOCUT00000056192	UAA	221
ENSOCUT00000056193	UAG	88
ENSOCUT00000056199	UAG	1963
ENSOCUT00000056202	UAA	151
ENSOCUT00000056203	UAA	0
ENSOCUT00000056204	UGA	2393
ENSOCUT00000056207	UGA	298
ENSOCUT00000056208	UAG	27
ENSOCUT00000056209	UGA	435
ENSOCUT00000056210	UAA	432
ENSOCUT00000056215	UAG	591
