SAMPID	SMTS	SMTSD
GTEX-13NYB-0426-SM-5IJDD	Blood Vessel	Artery - Aorta
GTEX-13NYB-0626-SM-5MR47	Lung	Lung
GTEX-13NYB-0726-SM-5MR4J	Thyroid	Thyroid
GTEX-13NYB-0826-SM-5MR4V	Esophagus	Esophagus - Muscularis
GTEX-13NYB-0926-SM-5IFFA	Esophagus	Esophagus - Mucosa
GTEX-13NYB-1026-SM-5IFH3	Liver	Liver
GTEX-13NYB-1326-SM-5K7Y1	Esophagus	Esophagus - Gastroesophageal Junction
GTEX-13NYB-1726-SM-5N9G2	Kidney	Kidney - Cortex
GTEX-13NYB-1826-SM-5J1N3	Small Intestine	Small Intestine - Terminal Ileum
GTEX-13NYB-2226-SM-5MR58	Testis	Testis
GTEX-13NYB-2426-SM-5IFF4	Salivary Gland	Minor Salivary Gland
GTEX-13NYB-2526-SM-5K7Z6	Skin	Skin - Sun Exposed (Lower leg)
GTEX-13NYB-2626-SM-9YFMI	Adipose Tissue	Adipose - Subcutaneous
GTEX-13NYB-2726-SM-5J2MT	Muscle	Muscle - Skeletal
GTEX-13NYB-2826-SM-GI4XF	Nerve	Nerve - Tibial
GTEX-13NYB-2926-SM-5K7VH	Blood Vessel	Artery - Tibial
GTEX-13NYB-3026-SM-5IJD7	Brain	Brain - Cortex
GTEX-13NYB-3226-SM-5J2ND	Brain	Brain - Cerebellum
GTEX-13NYC-0005-SM-HKZYT	Blood	Whole Blood
GTEX-13NYC-0126-SM-5L3F4	Skin	Skin - Not Sun Exposed (Suprapubic)
GTEX-13NYC-0326-SM-E9J4S	Skin	Skin - Sun Exposed (Lower leg)
GTEX-13NYC-0426-SM-HPAFG	Adipose Tissue	Adipose - Subcutaneous
GTEX-13NYC-0626-SM-5K7U8	Nerve	Nerve - Tibial
GTEX-13NYC-0726-SM-5J2NQ	Muscle	Muscle - Skeletal
GTEX-13NYC-0826-SM-5N9FP	Blood Vessel	Artery - Tibial
GTEX-13NYC-1126-SM-GHWPD	Blood Vessel	Artery - Aorta
GTEX-13NYC-1726-SM-GHWP8	Adipose Tissue	Adipose - Visceral (Omentum)
GTEX-13NYC-2426-SM-5MR3K	Thyroid	Thyroid
GTEX-13NYC-2626-SM-5K7VN	Salivary Gland	Minor Salivary Gland
GTEX-13NYC-2826-SM-5K7WR	Brain	Brain - Cortex
GTEX-13NYS-0011-R10a-SM-5MR4S	Brain	Brain - Frontal Cortex (BA9)
GTEX-13NYS-0011-R11b-SM-5MR4P	Brain	Brain - Cerebellar Hemisphere
GTEX-13NYS-0011-R1b-SM-5MR55	Brain	Brain - Hippocampus
GTEX-13NYS-0011-R2b-SM-5MR4G	Brain	Brain - Substantia nigra
GTEX-13NYS-0011-R3b-SM-5MR41	Brain	Brain - Anterior cingulate cortex (BA24)
GTEX-13NYS-0011-R4b-SM-5MR3O	Brain	Brain - Amygdala
GTEX-13NYS-0011-R5a-SM-5MR4D	Brain	Brain - Caudate (basal ganglia)
GTEX-13NYS-0011-R6b-SM-5MR3R	Brain	Brain - Nucleus accumbens (basal ganglia)
GTEX-13NYS-0011-R8a-SM-5MR5H	Brain	Brain - Hypothalamus
GTEX-13NYS-0011-R9b-SM-5MR44	Brain	Brain - Spinal cord (cervical c-1)
GTEX-13NYS-0126-SM-5MR3W	Skin	Skin - Sun Exposed (Lower leg)
GTEX-13NYS-0226-SM-5MR49	Adipose Tissue	Adipose - Subcutaneous
GTEX-13NYS-0326-SM-5MR4L	Muscle	Muscle - Skeletal
GTEX-13NYS-0426-SM-5MR4X	Nerve	Nerve - Tibial
GTEX-13NYS-0526-SM-5J1OF	Blood Vessel	Artery - Tibial
GTEX-13NYS-0626-SM-5L3F1	Skin	Skin - Not Sun Exposed (Suprapubic)
GTEX-13NYS-0726-SM-5J1OR	Adipose Tissue	Adipose - Visceral (Omentum)
GTEX-13NYS-1026-SM-5KLZT	Prostate	Prostate
GTEX-13NYS-1626-SM-5J2MU	Lung	Lung
GTEX-13NYS-1926-SM-5IJCB	Heart	Heart - Atrial Appendage
GTEX-13NYS-2926-SM-5IFGH	Pituitary	Pituitary
GTEX-13NYS-3126-SM-5KLYV	Brain	Brain - Cortex
GTEX-13NZ8-0011-R1b-SM-5KM3V	Brain	Brain - Hippocampus
GTEX-13NZ8-0126-SM-5IJCT	Breast	Breast - Mammary Tissue
GTEX-13NZ8-0226-SM-5J2OK	Thyroid	Thyroid
GTEX-13NZ8-0326-SM-5L3DF	Lung	Lung
GTEX-13NZ8-0826-SM-5MR3I	Skin	Skin - Sun Exposed (Lower leg)
GTEX-13NZ8-0926-SM-5MR3U	Adipose Tissue	Adipose - Subcutaneous
GTEX-13NZ8-1226-SM-5KM4A	Skin	Skin - Not Sun Exposed (Suprapubic)
GTEX-13NZ8-1526-SM-HPAGR	Nerve	Nerve - Tibial
GTEX-13NZ8-1626-SM-5IJBC	Blood Vessel	Artery - Tibial
GTEX-13NZ8-2126-SM-5L3EO	Muscle	Muscle - Skeletal
GTEX-13NZ8-2526-SM-H65ZM	Ovary	Ovary
GTEX-13NZ9-0002-SM-I9BP6	Blood	Cells - EBV-transformed lymphocytes
GTEX-13NZ9-0006-SM-HKZYU	Blood	Whole Blood
GTEX-13NZ9-0126-SM-5K7XV	Heart	Heart - Atrial Appendage
GTEX-13NZ9-0526-SM-5J1OX	Adipose Tissue	Adipose - Subcutaneous
GTEX-13NZ9-0626-SM-5IJCO	Muscle	Muscle - Skeletal
GTEX-13NZ9-0726-SM-5J1ME	Nerve	Nerve - Tibial
GTEX-13NZ9-0826-SM-5J1NI	Blood Vessel	Artery - Tibial
GTEX-13NZ9-0926-SM-5KM12	Lung	Lung
GTEX-13NZ9-1026-SM-5MR5K	Breast	Breast - Mammary Tissue
GTEX-13NZ9-1126-SM-5MR37	Thyroid	Thyroid
GTEX-13NZ9-1226-SM-5MR3J	Blood Vessel	Artery - Aorta
GTEX-13NZ9-1326-SM-5MR3V	Liver	Liver
GTEX-13NZ9-2026-SM-5KM1U	Adipose Tissue	Adipose - Visceral (Omentum)
GTEX-13NZ9-2626-SM-5L3FK	Skin	Skin - Not Sun Exposed (Suprapubic)
GTEX-13NZA-0005-SM-HKZYV	Blood	Whole Blood
GTEX-13NZA-0011-R10b-SM-5KM54	Brain	Brain - Frontal Cortex (BA9)
GTEX-13NZA-0011-R11b-SM-5KM4W	Brain	Brain - Cerebellar Hemisphere
GTEX-13NZA-0011-R1b-SM-5LUAF	Brain	Brain - Hippocampus
GTEX-13NZA-0011-R5b-SM-5KM4K	Brain	Brain - Caudate (basal ganglia)
GTEX-13NZA-0011-R8b-SM-5KM2Q	Brain	Brain - Hypothalamus
GTEX-13NZA-0011-R9b-SM-5MR5I	Brain	Brain - Spinal cord (cervical c-1)
GTEX-13NZA-0126-SM-5K7UH	Adipose Tissue	Adipose - Subcutaneous
GTEX-13NZA-0226-SM-5K7Z7	Skin	Skin - Sun Exposed (Lower leg)
GTEX-13NZA-0326-SM-5J1MK	Nerve	Nerve - Tibial
GTEX-13NZA-0526-SM-5L3D7	Muscle	Muscle - Skeletal
GTEX-13NZA-0626-SM-GI4WS	Skin	Skin - Not Sun Exposed (Suprapubic)
GTEX-13NZA-0826-SM-5K7WS	Heart	Heart - Atrial Appendage
GTEX-13NZA-1026-SM-5MR48	Thyroid	Thyroid
GTEX-13NZA-1126-SM-5MR4K	Blood Vessel	Artery - Coronary
GTEX-13NZA-1426-SM-5KM4Y	Lung	Lung
GTEX-13NZA-2526-SM-5IJFX	Testis	Testis
GTEX-13NZA-3126-SM-5IJFU	Pituitary	Pituitary
GTEX-13NZB-0006-SM-H65Z4	Blood	Whole Blood
GTEX-13NZB-0126-SM-GI4W9	Skin	Skin - Not Sun Exposed (Suprapubic)
GTEX-13NZB-0226-SM-5KM1T	Heart	Heart - Left Ventricle
GTEX-13NZB-0426-SM-5KM26	Heart	Heart - Atrial Appendage
GTEX-13NZB-0626-SM-5IFH6	Liver	Liver
GTEX-13NZB-0826-SM-5K7X5	Adipose Tissue	Adipose - Visceral (Omentum)
GTEX-13NZB-1226-SM-5J2MW	Esophagus	Esophagus - Mucosa
GTEX-13NZB-2026-SM-5MR4M	Testis	Testis
GTEX-13NZB-2126-SM-5MR4Y	Breast	Breast - Mammary Tissue
GTEX-13NZB-2226-SM-5MR5B	Blood Vessel	Artery - Tibial
GTEX-13NZB-2426-SM-5K7UF	Adipose Tissue	Adipose - Subcutaneous
GTEX-13NZB-2526-SM-5J1OM	Skin	Skin - Sun Exposed (Lower leg)
GTEX-13NZB-2626-SM-5J2M7	Muscle	Muscle - Skeletal
GTEX-13O1R-0004-SM-I9BPG	Blood	Cells - EBV-transformed lymphocytes
GTEX-13O1R-0005-SM-GJ3QQ	Blood	Whole Blood
GTEX-13O1R-0011-R9b-SM-5KM33	Brain	Brain - Spinal cord (cervical c-1)
GTEX-13O1R-0126-SM-5L3EH	Skin	Skin - Sun Exposed (Lower leg)
GTEX-13O1R-0226-SM-5K7U5	Adipose Tissue	Adipose - Subcutaneous
GTEX-13O1R-0426-SM-5K7WG	Nerve	Nerve - Tibial
GTEX-13O1R-0526-SM-5K7XU	Muscle	Muscle - Skeletal
GTEX-13O1R-0726-SM-5IJEI	Testis	Testis
GTEX-13O1R-0826-SM-5J2MB	Thyroid	Thyroid
GTEX-13O1R-0926-SM-5L3DS	Heart	Heart - Atrial Appendage
GTEX-13O1R-1026-SM-5KM2L	Blood Vessel	Artery - Aorta
GTEX-13O1R-1226-SM-5J1NU	Heart	Heart - Left Ventricle
GTEX-13O1R-1326-SM-5IJF5	Esophagus	Esophagus - Mucosa
GTEX-13O1R-1426-SM-GHWPJ	Adipose Tissue	Adipose - Visceral (Omentum)
GTEX-13O1R-1526-SM-5J1O7	Esophagus	Esophagus - Muscularis
GTEX-13O1R-1826-SM-5KM3B	Pancreas	Pancreas
GTEX-13O1R-2026-SM-5KM3N	Liver	Liver
GTEX-13O1R-2326-SM-5IJF9	Adrenal Gland	Adrenal Gland
GTEX-13O1R-2426-SM-5KLZZ	Colon	Colon - Sigmoid
GTEX-13O1R-2526-SM-5N9FW	Kidney	Kidney - Cortex
GTEX-13O1R-3226-SM-5KM58	Pituitary	Pituitary
GTEX-13O21-0001-SM-I9BP7	Blood	Cells - EBV-transformed lymphocytes
GTEX-13O21-0006-SM-GJ3QP	Blood	Whole Blood
GTEX-13O21-0126-SM-5IJE8	Adrenal Gland	Adrenal Gland
GTEX-13O21-0326-SM-5J1N9	Heart	Heart - Atrial Appendage
GTEX-13O21-0426-SM-5K7VR	Blood Vessel	Artery - Aorta
GTEX-13O21-0626-SM-5IJDI	Esophagus	Esophagus - Mucosa
GTEX-13O21-0726-SM-5L3EG	Esophagus	Esophagus - Gastroesophageal Junction
GTEX-13O21-0826-SM-5J2NU	Esophagus	Esophagus - Muscularis
GTEX-13O21-0926-SM-5IFGT	Stomach	Stomach
GTEX-13O21-1026-SM-5IJDU	Small Intestine	Small Intestine - Terminal Ileum
GTEX-13O21-1126-SM-5N9EV	Prostate	Prostate
GTEX-13O21-1226-SM-5J2MK	Testis	Testis
GTEX-13O21-1426-SM-5K7XI	Skin	Skin - Sun Exposed (Lower leg)
GTEX-13O21-1526-SM-5K7W4	Adipose Tissue	Adipose - Subcutaneous
GTEX-13O21-1726-SM-5MR5A	Muscle	Muscle - Skeletal
GTEX-13O21-1826-SM-5MR5M	Nerve	Nerve - Tibial
GTEX-13O21-1926-SM-5MR39	Salivary Gland	Minor Salivary Gland
GTEX-13O21-2226-SM-5MR3L	Thyroid	Thyroid
GTEX-13O21-2326-SM-5MR3X	Heart	Heart - Left Ventricle
GTEX-13O21-2426-SM-5MR4A	Colon	Colon - Transverse
GTEX-13O21-2526-SM-5J1OZ	Blood Vessel	Artery - Tibial
GTEX-13O21-2926-SM-5J1OU	Blood Vessel	Artery - Coronary
GTEX-13O21-3026-SM-5J2NI	Lung	Lung
GTEX-13O21-3126-SM-5J1OI	Adipose Tissue	Adipose - Visceral (Omentum)
GTEX-13O3O-0004-SM-I9BOV	Blood	Cells - EBV-transformed lymphocytes
GTEX-13O3O-0006-SM-HKZYX	Blood	Whole Blood
GTEX-13O3O-0011-R10a-SM-5LUA9	Brain	Brain - Frontal Cortex (BA9)
GTEX-13O3O-0011-R11b-SM-5KM4G	Brain	Brain - Cerebellar Hemisphere
GTEX-13O3O-0011-R1b-SM-5KM2K	Brain	Brain - Hippocampus
GTEX-13O3O-0011-R2b-SM-5P9H1	Brain	Brain - Substantia nigra
GTEX-13O3O-0011-R3b-SM-5KM3R	Brain	Brain - Anterior cingulate cortex (BA24)
GTEX-13O3O-0011-R4b-SM-5KM3F	Brain	Brain - Amygdala
GTEX-13O3O-0011-R5b-SM-5KM44	Brain	Brain - Caudate (basal ganglia)
GTEX-13O3O-0011-R6b-SM-5P9GY	Brain	Brain - Nucleus accumbens (basal ganglia)
GTEX-13O3O-0011-R7b-SM-5P9GZ	Brain	Brain - Putamen (basal ganglia)
GTEX-13O3O-0011-R8b-SM-5LUAL	Brain	Brain - Hypothalamus
GTEX-13O3O-0126-SM-E9J49	Skin	Skin - Sun Exposed (Lower leg)
GTEX-13O3O-0326-SM-5K7W2	Nerve	Nerve - Tibial
GTEX-13O3O-0426-SM-5KM2Y	Blood Vessel	Artery - Tibial
GTEX-13O3O-0526-SM-5J1NL	Muscle	Muscle - Skeletal
GTEX-13O3O-0726-SM-5J1N7	Lung	Lung
GTEX-13O3O-0826-SM-5K7WE	Breast	Breast - Mammary Tissue
GTEX-13O3O-0926-SM-5KM1F	Thyroid	Thyroid
GTEX-13O3O-1126-SM-5KM4Q	Blood Vessel	Artery - Aorta
GTEX-13O3O-1326-SM-GHWPT	Esophagus	Esophagus - Muscularis
GTEX-13O3O-1426-SM-5KM2S	Heart	Heart - Atrial Appendage
GTEX-13O3O-1526-SM-5KM1C	Heart	Heart - Left Ventricle
GTEX-13O3O-1626-SM-5KM1O	Adrenal Gland	Adrenal Gland
GTEX-13O3O-1726-SM-GJ3RL	Kidney	Kidney - Cortex
GTEX-13O3O-1826-SM-5IFGW	Liver	Liver
GTEX-13O3O-2326-SM-5IJD6	Skin	Skin - Not Sun Exposed (Suprapubic)
GTEX-13O3O-2526-SM-5L3DR	Colon	Colon - Transverse
GTEX-13O3O-2726-SM-5KM35	Ovary	Ovary
GTEX-13O3O-3026-SM-5KM42	Brain	Brain - Cerebellum
GTEX-13O3O-3126-SM-5KM3H	Brain	Brain - Cortex
GTEX-13O3P-0001-SM-I9BPL	Blood	Cells - EBV-transformed lymphocytes
GTEX-13O3P-0006-SM-HKZYW	Blood	Whole Blood
GTEX-13O3P-0126-SM-5KM4S	Skin	Skin - Sun Exposed (Lower leg)
GTEX-13O3P-0226-SM-5KM3Z	Adipose Tissue	Adipose - Subcutaneous
GTEX-13O3P-0326-SM-5K7VM	Nerve	Nerve - Tibial
GTEX-13O3P-0526-SM-5K7UT	Blood Vessel	Artery - Tibial
GTEX-13O3P-0626-SM-5L3D5	Muscle	Muscle - Skeletal
GTEX-13O3P-0726-SM-5J2OM	Thyroid	Thyroid
GTEX-13O3P-0826-SM-5L3DH	Breast	Breast - Mammary Tissue
GTEX-13O3P-0926-SM-5IFFI	Adipose Tissue	Adipose - Visceral (Omentum)
GTEX-13O3P-1026-SM-5N9E7	Lung	Lung
GTEX-13O3P-1126-SM-5L3FG	Blood Vessel	Artery - Aorta
GTEX-13O3P-1326-SM-5K7Y8	Esophagus	Esophagus - Muscularis
GTEX-13O3P-1426-SM-5L3DT	Heart	Heart - Atrial Appendage
GTEX-13O3P-1626-SM-5K7X3	Heart	Heart - Left Ventricle
GTEX-13O3P-2326-SM-5KM55	Colon	Colon - Transverse
GTEX-13O3P-2526-SM-HLJQZ	Testis	Testis
GTEX-13O3P-2726-SM-5KM2R	Esophagus	Esophagus - Gastroesophageal Junction
GTEX-13O3Q-0011-R10b-SM-5KM39	Brain	Brain - Frontal Cortex (BA9)
GTEX-13O3Q-0011-R11b-SM-5KM2W	Brain	Brain - Cerebellar Hemisphere
GTEX-13O3Q-0011-R1b-SM-5KM3L	Brain	Brain - Hippocampus
GTEX-13O3Q-0011-R2b-SM-5KM3K	Brain	Brain - Substantia nigra
GTEX-13O3Q-0011-R3a-SM-5P9H3	Brain	Brain - Anterior cingulate cortex (BA24)
GTEX-13O3Q-0011-R4a-SM-5P9H2	Brain	Brain - Amygdala
GTEX-13O3Q-0011-R5b-SM-5P9H4	Brain	Brain - Caudate (basal ganglia)
GTEX-13O3Q-0011-R6a-SM-5KM2V	Brain	Brain - Nucleus accumbens (basal ganglia)
GTEX-13O3Q-0011-R7a-SM-5KM38	Brain	Brain - Putamen (basal ganglia)
GTEX-13O3Q-0011-R8b-SM-5KM2J	Brain	Brain - Hypothalamus
GTEX-13O3Q-0126-SM-5KM34	Skin	Skin - Not Sun Exposed (Suprapubic)
GTEX-13O3Q-0326-SM-5L3FE	Heart	Heart - Atrial Appendage
GTEX-13O3Q-0526-SM-5KM18	Lung	Lung
GTEX-13O3Q-0626-SM-5IJG1	Thyroid	Thyroid
GTEX-13O3Q-0826-SM-5IFGF	Esophagus	Esophagus - Mucosa
GTEX-13O3Q-1126-SM-5K7YK	Adipose Tissue	Adipose - Visceral (Omentum)
GTEX-13O3Q-2026-SM-GI4WK	Colon	Colon - Transverse
GTEX-13O3Q-2126-SM-5KM4C	Stomach	Stomach
GTEX-13O3Q-2226-SM-5KM4O	Breast	Breast - Mammary Tissue
GTEX-13O3Q-2326-SM-5KM3G	Adipose Tissue	Adipose - Subcutaneous
GTEX-13O3Q-2426-SM-5IJBR	Skin	Skin - Sun Exposed (Lower leg)
GTEX-13O3Q-2526-SM-5IJC4	Blood Vessel	Artery - Tibial
GTEX-13O3Q-2626-SM-5KM3S	Nerve	Nerve - Tibial
GTEX-13O3Q-2726-SM-5KM51	Muscle	Muscle - Skeletal
GTEX-13O3Q-2926-SM-5KM45	Brain	Brain - Cortex
GTEX-13O3Q-3026-SM-5IJGD	Brain	Brain - Cerebellum
GTEX-13O61-0005-SM-5O9AU	Blood	Whole Blood
GTEX-13O61-0126-SM-5KM4P	Adrenal Gland	Adrenal Gland
GTEX-13O61-0226-SM-5KM52	Thyroid	Thyroid
GTEX-13O61-0326-SM-5KM2O	Blood Vessel	Artery - Aorta
GTEX-13O61-0426-SM-5L3ET	Heart	Heart - Atrial Appendage
GTEX-13O61-0526-SM-5J2M1	Heart	Heart - Left Ventricle
GTEX-13O61-0626-SM-5L3D1	Blood Vessel	Artery - Coronary
GTEX-13O61-0726-SM-5J2MD	Lung	Lung
GTEX-13O61-0926-SM-5IFFE	Esophagus	Esophagus - Mucosa
GTEX-13O61-1026-SM-5L3F6	Esophagus	Esophagus - Muscularis
GTEX-13O61-1125-A-SM-AW8QD	Stomach	Stomach - Mixed Cell
GTEX-13O61-1125-B-SM-AW8OJ	Stomach	Stomach - Mucosa
GTEX-13O61-1125-C-SM-AW8PO	Stomach	Stomach - Muscularis
GTEX-13O61-1126-SM-5L3FI	Stomach	Stomach
GTEX-13O61-1226-SM-5KM21	Esophagus	Esophagus - Gastroesophageal Junction
GTEX-13O61-1325-A-SM-DLZR5	Small Intestine	Small Intestine - Terminal Ileum - Mixed Cell
GTEX-13O61-1325-D-SM-DLZRC	Small Intestine	Small Intestine - Terminal Ileum - Lymphoid Aggregate
GTEX-13O61-1326-SM-5KM31	Small Intestine	Small Intestine - Terminal Ileum
GTEX-13O61-1426-SM-5KM3D	Skin	Skin - Not Sun Exposed (Suprapubic)
GTEX-13O61-1526-SM-5KM3P	Colon	Colon - Sigmoid
GTEX-13O61-1626-SM-5KM3T	Colon	Colon - Transverse
GTEX-13O61-1726-SM-5KM46	Prostate	Prostate
GTEX-13O61-1826-SM-5KM4I	Breast	Breast - Mammary Tissue
GTEX-13O61-1926-SM-5KM1R	Adipose Tissue	Adipose - Visceral (Omentum)
GTEX-13O61-2026-SM-5J2M6	Testis	Testis
GTEX-13O61-2126-SM-5IJEO	Pancreas	Pancreas
GTEX-13O61-2226-SM-GHWQ2	Skin	Skin - Sun Exposed (Lower leg)
GTEX-13O61-2326-SM-5J1NJ	Muscle	Muscle - Skeletal
GTEX-13O61-2426-SM-5J1NV	Adipose Tissue	Adipose - Subcutaneous
GTEX-13O61-2526-SM-5J1O8	Blood Vessel	Artery - Tibial
GTEX-13O61-2626-SM-5KM4U	Nerve	Nerve - Tibial
GTEX-13OVG-0002-SM-I9BPE	Blood	Cells - EBV-transformed lymphocytes
GTEX-13OVG-0005-SM-5P9HA	Blood	Whole Blood
GTEX-13OVG-0226-SM-5LU93	Thyroid	Thyroid
GTEX-13OVG-0326-SM-5KM57	Lung	Lung
GTEX-13OVG-0426-SM-5KM2T	Heart	Heart - Atrial Appendage
GTEX-13OVG-0526-SM-5K7YD	Heart	Heart - Left Ventricle
GTEX-13OVG-0626-SM-5IFEP	Esophagus	Esophagus - Mucosa
GTEX-13OVG-0726-SM-5IJBY	Blood Vessel	Artery - Coronary
GTEX-13OVG-0826-SM-5L3D8	Blood Vessel	Artery - Aorta
GTEX-13OVG-0926-SM-5J2OJ	Esophagus	Esophagus - Muscularis
GTEX-13OVG-1026-SM-5KLZ3	Esophagus	Esophagus - Gastroesophageal Junction
GTEX-13OVG-1326-SM-5K7Y3	Adipose Tissue	Adipose - Visceral (Omentum)
GTEX-13OVG-1626-SM-5J1NF	Skin	Skin - Not Sun Exposed (Suprapubic)
GTEX-13OVG-1926-SM-5L3DK	Skin	Skin - Sun Exposed (Lower leg)
GTEX-13OVG-2126-SM-5KM1K	Muscle	Muscle - Skeletal
GTEX-13OVG-2226-SM-5K7V8	Nerve	Nerve - Tibial
GTEX-13OVG-2326-SM-5J1OV	Blood Vessel	Artery - Tibial
GTEX-13OVH-0005-SM-5P9HB	Blood	Whole Blood
GTEX-13OVH-0011-R11b-SM-5KM4X	Brain	Brain - Cerebellar Hemisphere
GTEX-13OVH-0011-R3a-SM-5KM49	Brain	Brain - Anterior cingulate cortex (BA24)
GTEX-13OVH-0011-R4a-SM-5KM3W	Brain	Brain - Amygdala
GTEX-13OVH-0011-R5b-SM-5KM4L	Brain	Brain - Caudate (basal ganglia)
GTEX-13OVH-0011-R6b-SM-5LUAX	Brain	Brain - Nucleus accumbens (basal ganglia)
GTEX-13OVH-0011-R7a-SM-GI4WY	Brain	Brain - Putamen (basal ganglia)
GTEX-13OVH-0011-R8b-SM-5MR35	Brain	Brain - Hypothalamus
GTEX-13OVH-0126-SM-5MR4B	Skin	Skin - Sun Exposed (Lower leg)
GTEX-13OVH-0426-SM-5K7UC	Blood Vessel	Artery - Tibial
GTEX-13OVH-0526-SM-5L3E6	Skin	Skin - Not Sun Exposed (Suprapubic)
GTEX-13OVH-0626-SM-5L3EI	Muscle	Muscle - Skeletal
GTEX-13OVH-0726-SM-5N9BU	Testis	Testis
GTEX-13OVH-1026-SM-5J2NP	Lung	Lung
GTEX-13OVH-1126-SM-5K7YP	Adipose Tissue	Adipose - Visceral (Omentum)
GTEX-13OVH-1826-SM-5K7YW	Esophagus	Esophagus - Gastroesophageal Junction
GTEX-13OVH-2826-SM-GHWQ3	Breast	Breast - Mammary Tissue
GTEX-13OVH-2926-SM-5IJFH	Brain	Brain - Cerebellum
GTEX-13OVH-3026-SM-5MR4N	Brain	Brain - Cortex
GTEX-13OVH-3126-SM-5MR4Z	Pituitary	Pituitary
GTEX-13OVI-0001-SM-5O9BL	Blood	Whole Blood
GTEX-13OVI-0004-SM-I9BP1	Blood	Cells - EBV-transformed lymphocytes
GTEX-13OVI-0126-SM-HPAGC	Heart	Heart - Left Ventricle
GTEX-13OVI-0326-SM-5K7X1	Heart	Heart - Atrial Appendage
GTEX-13OVI-0526-SM-5IFFQ	Pancreas	Pancreas
GTEX-13OVI-0726-SM-5L3DD	Ovary	Ovary
GTEX-13OVI-0826-SM-5KLZ8	Thyroid	Thyroid
GTEX-13OVI-0926-SM-5J1MI	Vagina	Vagina
GTEX-13OVI-1026-SM-5L3EM	Uterus	Uterus
GTEX-13OVI-1126-SM-5KLZF	Kidney	Kidney - Cortex
GTEX-13OVI-1226-SM-5J2ME	Adrenal Gland	Adrenal Gland
GTEX-13OVI-1326-SM-5IJBO	Adipose Tissue	Adipose - Subcutaneous
GTEX-13OVI-1426-SM-5L3EY	Skin	Skin - Sun Exposed (Lower leg)
GTEX-13OVI-1526-SM-5K7VX	Nerve	Nerve - Tibial
GTEX-13OVI-1726-SM-5L3DW	Muscle	Muscle - Skeletal
GTEX-13OVI-1926-SM-5IJCG	Small Intestine	Small Intestine - Terminal Ileum
GTEX-13OVI-2026-SM-5J1MU	Colon	Colon - Transverse
GTEX-13OVI-2126-SM-5KM3U	Colon	Colon - Sigmoid
GTEX-13OVI-2326-SM-5KM47	Salivary Gland	Minor Salivary Gland
GTEX-13OVI-2426-SM-5KM4J	Stomach	Stomach
GTEX-13OVI-2526-SM-5KM4V	Esophagus	Esophagus - Muscularis
GTEX-13OVI-2626-SM-5KM4T	Esophagus	Esophagus - Mucosa
GTEX-13OVJ-0006-SM-5O98T	Blood	Whole Blood
GTEX-13OVJ-0011-R10b-SM-5L3HT	Brain	Brain - Frontal Cortex (BA9)
GTEX-13OVJ-0011-R11a-SM-5P9H8	Brain	Brain - Cerebellar Hemisphere
GTEX-13OVJ-0011-R1b-SM-5L3I6	Brain	Brain - Hippocampus
GTEX-13OVJ-0011-R2b-SM-5L3GP	Brain	Brain - Substantia nigra
GTEX-13OVJ-0011-R4b-SM-5P9H5	Brain	Brain - Amygdala
GTEX-13OVJ-0011-R5a-SM-5P9H7	Brain	Brain - Caudate (basal ganglia)
GTEX-13OVJ-0011-R6b-SM-5L3GH	Brain	Brain - Nucleus accumbens (basal ganglia)
GTEX-13OVJ-0011-R7a-SM-5L3G1	Brain	Brain - Putamen (basal ganglia)
GTEX-13OVJ-0011-R8b-SM-5L3FS	Brain	Brain - Hypothalamus
GTEX-13OVJ-0011-R9b-SM-5L3GD	Brain	Brain - Spinal cord (cervical c-1)
GTEX-13OVJ-0126-SM-5KM36	Skin	Skin - Sun Exposed (Lower leg)
GTEX-13OVJ-0226-SM-5L3GK	Muscle	Muscle - Skeletal
GTEX-13OVJ-0326-SM-5L3GL	Adipose Tissue	Adipose - Subcutaneous
GTEX-13OVJ-0426-SM-5L3GX	Nerve	Nerve - Tibial
GTEX-13OVJ-0626-SM-5J2O2	Thyroid	Thyroid
GTEX-13OVJ-0726-SM-5KM1W	Lung	Lung
GTEX-13OVJ-0826-SM-5J1OK	Skin	Skin - Not Sun Exposed (Suprapubic)
GTEX-13OVJ-0926-SM-5K7U1	Adipose Tissue	Adipose - Visceral (Omentum)
GTEX-13OVJ-1026-SM-5IFGI	Liver	Liver
GTEX-13OVJ-1226-SM-5L3HA	Esophagus	Esophagus - Mucosa
GTEX-13OVJ-1326-SM-5K7Z9	Esophagus	Esophagus - Muscularis
GTEX-13OVJ-1426-SM-5K7Z2	Esophagus	Esophagus - Gastroesophageal Junction
GTEX-13OVJ-1726-SM-5IJDZ	Colon	Colon - Transverse
GTEX-13OVJ-1826-SM-5KM2D	Colon	Colon - Sigmoid
GTEX-13OVJ-2326-SM-5IJGA	Uterus	Uterus
GTEX-13OVJ-2426-SM-5KM3I	Ovary	Ovary
GTEX-13OVJ-2626-SM-5IJFT	Pituitary	Pituitary
GTEX-13OVJ-2726-SM-5IJG6	Brain	Brain - Cerebellum
GTEX-13OVJ-2826-SM-5L3GW	Brain	Brain - Cortex
GTEX-13OVK-0006-SM-5O9B7	Blood	Whole Blood
GTEX-13OVK-0226-SM-6M472	Thyroid	Thyroid
GTEX-13OVK-0326-SM-7KUEJ	Adipose Tissue	Adipose - Visceral (Omentum)
