Rab_Gene	Hum_Gene
ENSOCUG00000025039	ENSG00000141934
ENSOCUG00000025048	ENSG00000160683
ENSOCUG00000025049	ENSG00000274180
ENSOCUG00000025052	ENSG00000174292
ENSOCUG00000025057	ENSG00000099917
ENSOCUG00000025061	ENSG00000106178
ENSOCUG00000025068	ENSG00000129250
ENSOCUG00000025071	ENSG00000070495
ENSOCUG00000025074	ENSG00000147684
ENSOCUG00000025077	ENSG00000179361
ENSOCUG00000025084	ENSG00000158423
ENSOCUG00000025085	ENSG00000050130
ENSOCUG00000025092	ENSG00000128567
ENSOCUG00000025096	ENSG00000169247
ENSOCUG00000025097	ENSG00000175115
ENSOCUG00000025107	ENSG00000144583
ENSOCUG00000025113	ENSG00000116990
ENSOCUG00000025115	ENSG00000124383
ENSOCUG00000025116	ENSG00000136156
ENSOCUG00000025121	ENSG00000119711
ENSOCUG00000025131	ENSG00000254167
ENSOCUG00000025135	ENSG00000221869
ENSOCUG00000025138	ENSG00000211640
ENSOCUG00000025140	ENSG00000185739
ENSOCUG00000025148	ENSG00000130635
ENSOCUG00000025156	ENSG00000124812
ENSOCUG00000025164	ENSG00000172831
ENSOCUG00000025170	ENSG00000122085
ENSOCUG00000025171	ENSG00000188554
ENSOCUG00000025173	ENSG00000150403
ENSOCUG00000025188	ENSG00000100429
ENSOCUG00000025190	ENSG00000163428
ENSOCUG00000025216	ENSG00000133265
ENSOCUG00000025219	ENSG00000184232
ENSOCUG00000025224	ENSG00000106683
ENSOCUG00000025226	ENSG00000112175
ENSOCUG00000025228	ENSG00000118096
ENSOCUG00000025231	ENSG00000132780
ENSOCUG00000025234	ENSG00000184640
ENSOCUG00000025249	ENSG00000102871
ENSOCUG00000025257	ENSG00000211715
ENSOCUG00000025257	ENSG00000211725
ENSOCUG00000025257	ENSG00000211728
ENSOCUG00000025257	ENSG00000211731
ENSOCUG00000025257	ENSG00000211734
ENSOCUG00000025257	ENSG00000230099
ENSOCUG00000025258	ENSG00000142541
ENSOCUG00000025264	ENSG00000104290
ENSOCUG00000025268	ENSG00000077984
ENSOCUG00000025269	ENSG00000104884
ENSOCUG00000025278	ENSG00000134909
ENSOCUG00000025282	ENSG00000159228
ENSOCUG00000025291	ENSG00000070526
ENSOCUG00000025314	ENSG00000109158
ENSOCUG00000025317	ENSG00000184489
ENSOCUG00000025320	ENSG00000176531
ENSOCUG00000025327	ENSG00000095627
ENSOCUG00000025334	ENSG00000167615
ENSOCUG00000025336	ENSG00000090097
ENSOCUG00000025339	ENSG00000142794
ENSOCUG00000025339	ENSG00000162825
ENSOCUG00000025339	ENSG00000186086
ENSOCUG00000025339	ENSG00000196427
ENSOCUG00000025339	ENSG00000219481
ENSOCUG00000025339	ENSG00000263956
ENSOCUG00000025339	ENSG00000266338
ENSOCUG00000025339	ENSG00000268043
ENSOCUG00000025339	ENSG00000269713
ENSOCUG00000025339	ENSG00000270629
ENSOCUG00000025339	ENSG00000271254
ENSOCUG00000025339	ENSG00000271383
ENSOCUG00000025339	ENSG00000271425
ENSOCUG00000025339	ENSG00000273136
ENSOCUG00000025339	ENSG00000286185
ENSOCUG00000025341	ENSG00000185100
ENSOCUG00000025345	ENSG00000184840
ENSOCUG00000025358	ENSG00000184500
ENSOCUG00000025376	ENSG00000117877
ENSOCUG00000025386	ENSG00000083807
ENSOCUG00000025398	ENSG00000152404
ENSOCUG00000025400	ENSG00000131899
ENSOCUG00000025401	ENSG00000160813
ENSOCUG00000025402	ENSG00000254167
ENSOCUG00000025408	ENSG00000111981
ENSOCUG00000025408	ENSG00000131015
ENSOCUG00000025408	ENSG00000155918
ENSOCUG00000025408	ENSG00000203722
ENSOCUG00000025413	ENSG00000100055
ENSOCUG00000025422	ENSG00000157895
ENSOCUG00000025429	ENSG00000206418
ENSOCUG00000025446	ENSG00000163888
ENSOCUG00000025449	ENSG00000205560
ENSOCUG00000025456	ENSG00000135525
ENSOCUG00000025476	ENSG00000180758
ENSOCUG00000025477	ENSG00000111049
ENSOCUG00000025484	ENSG00000167967
ENSOCUG00000025486	ENSG00000071051
ENSOCUG00000025487	ENSG00000197971
ENSOCUG00000025488	ENSG00000164816
ENSOCUG00000025488	ENSG00000164821
ENSOCUG00000025488	ENSG00000164822
ENSOCUG00000025488	ENSG00000206047
ENSOCUG00000025488	ENSG00000239839
ENSOCUG00000025488	ENSG00000240247
ENSOCUG00000025493	ENSG00000068650
ENSOCUG00000025494	ENSG00000104112
ENSOCUG00000025495	ENSG00000134545
ENSOCUG00000025495	ENSG00000183542
ENSOCUG00000025495	ENSG00000205809
ENSOCUG00000025495	ENSG00000205810
ENSOCUG00000025495	ENSG00000255641
ENSOCUG00000025495	ENSG00000255819
ENSOCUG00000025497	ENSG00000182552
ENSOCUG00000025498	ENSG00000101463
ENSOCUG00000025513	ENSG00000115461
ENSOCUG00000025521	ENSG00000142082
ENSOCUG00000025522	ENSG00000128159
ENSOCUG00000025535	ENSG00000158815
ENSOCUG00000025541	ENSG00000156398
ENSOCUG00000025542	ENSG00000008196
ENSOCUG00000025543	ENSG00000149742
ENSOCUG00000025550	ENSG00000008197
ENSOCUG00000025555	ENSG00000169379
ENSOCUG00000025569	ENSG00000126353
ENSOCUG00000025582	ENSG00000198728
ENSOCUG00000025586	ENSG00000111245
ENSOCUG00000025590	ENSG00000213658
ENSOCUG00000025595	ENSG00000100263
ENSOCUG00000025598	ENSG00000140280
ENSOCUG00000025603	ENSG00000143167
ENSOCUG00000025615	ENSG00000145920
ENSOCUG00000025634	ENSG00000143793
ENSOCUG00000025635	ENSG00000110931
ENSOCUG00000025640	ENSG00000107014
ENSOCUG00000025640	ENSG00000107018
ENSOCUG00000025649	ENSG00000111669
ENSOCUG00000025655	ENSG00000143147
ENSOCUG00000025663	ENSG00000110090
ENSOCUG00000025668	ENSG00000183128
ENSOCUG00000025674	ENSG00000179119
ENSOCUG00000025675	ENSG00000124205
ENSOCUG00000025692	ENSG00000198743
ENSOCUG00000025693	ENSG00000265241
ENSOCUG00000025694	ENSG00000184672
ENSOCUG00000025697	ENSG00000116273
ENSOCUG00000025701	ENSG00000120088
ENSOCUG00000025701	ENSG00000263715
ENSOCUG00000025709	ENSG00000070010
ENSOCUG00000025711	ENSG00000101144
ENSOCUG00000025713	ENSG00000141505
ENSOCUG00000025719	ENSG00000103226
ENSOCUG00000025719	ENSG00000103512
ENSOCUG00000025719	ENSG00000185164
ENSOCUG00000025736	ENSG00000111701
ENSOCUG00000025738	ENSG00000213265
ENSOCUG00000025742	ENSG00000184911
ENSOCUG00000025742	ENSG00000269502
ENSOCUG00000025743	ENSG00000147676
ENSOCUG00000025752	ENSG00000215009
ENSOCUG00000025755	ENSG00000188428
ENSOCUG00000025755	ENSG00000259040
ENSOCUG00000025756	ENSG00000154832
ENSOCUG00000025759	ENSG00000165066
ENSOCUG00000025760	ENSG00000105419
ENSOCUG00000025762	ENSG00000130517
ENSOCUG00000025772	ENSG00000132535
ENSOCUG00000025778	ENSG00000110200
ENSOCUG00000025781	ENSG00000160818
ENSOCUG00000025783	ENSG00000254167
ENSOCUG00000025794	ENSG00000204278
ENSOCUG00000025795	ENSG00000113851
ENSOCUG00000025805	ENSG00000145757
ENSOCUG00000025813	ENSG00000287363
ENSOCUG00000025815	ENSG00000101216
ENSOCUG00000025823	ENSG00000213246
ENSOCUG00000025830	ENSG00000149260
ENSOCUG00000025834	ENSG00000137693
ENSOCUG00000025836	ENSG00000172058
ENSOCUG00000025836	ENSG00000205572
ENSOCUG00000025840	ENSG00000102032
ENSOCUG00000025841	ENSG00000174992
ENSOCUG00000025847	ENSG00000146166
ENSOCUG00000025851	ENSG00000135678
ENSOCUG00000025860	ENSG00000184216
ENSOCUG00000025867	ENSG00000157916
ENSOCUG00000025868	ENSG00000187730
ENSOCUG00000025879	ENSG00000050327
ENSOCUG00000025883	ENSG00000179051
ENSOCUG00000025889	ENSG00000136143
ENSOCUG00000025892	ENSG00000196329
ENSOCUG00000025892	ENSG00000281887
ENSOCUG00000025894	ENSG00000128311
ENSOCUG00000025898	ENSG00000135127
ENSOCUG00000025904	ENSG00000203907
ENSOCUG00000025907	ENSG00000141744
ENSOCUG00000025920	ENSG00000214694
ENSOCUG00000025921	ENSG00000181991
ENSOCUG00000025939	ENSG00000064703
ENSOCUG00000025948	ENSG00000177189
ENSOCUG00000025956	ENSG00000115884
ENSOCUG00000025966	ENSG00000211643
ENSOCUG00000025966	ENSG00000211647
ENSOCUG00000025966	ENSG00000211650
ENSOCUG00000025966	ENSG00000211654
ENSOCUG00000025968	ENSG00000112514
ENSOCUG00000025974	ENSG00000129219
ENSOCUG00000025980	ENSG00000072958
ENSOCUG00000025990	ENSG00000172382
ENSOCUG00000025991	ENSG00000025156
ENSOCUG00000025993	ENSG00000145723
ENSOCUG00000025998	ENSG00000101745
ENSOCUG00000026004	ENSG00000149150
ENSOCUG00000026008	ENSG00000168000
ENSOCUG00000026021	ENSG00000254167
ENSOCUG00000026025	ENSG00000139537
ENSOCUG00000026026	ENSG00000149922
ENSOCUG00000026027	ENSG00000178927
ENSOCUG00000026031	ENSG00000182327
ENSOCUG00000026046	ENSG00000254167
ENSOCUG00000026060	ENSG00000187690
ENSOCUG00000026063	ENSG00000213079
ENSOCUG00000026066	ENSG00000125084
ENSOCUG00000026068	ENSG00000179241
ENSOCUG00000026069	ENSG00000130749
ENSOCUG00000026071	ENSG00000167103
ENSOCUG00000026073	ENSG00000187741
ENSOCUG00000026080	ENSG00000211456
ENSOCUG00000026083	ENSG00000164970
ENSOCUG00000026099	ENSG00000109099
ENSOCUG00000026115	ENSG00000154723
ENSOCUG00000026120	ENSG00000086205
ENSOCUG00000026121	ENSG00000101282
ENSOCUG00000026133	ENSG00000132692
ENSOCUG00000026139	ENSG00000140854
ENSOCUG00000026145	ENSG00000116580
ENSOCUG00000026145	ENSG00000163374
ENSOCUG00000026150	ENSG00000177455
ENSOCUG00000026157	ENSG00000077800
ENSOCUG00000026167	ENSG00000182481
ENSOCUG00000026172	ENSG00000244687
ENSOCUG00000026184	ENSG00000163032
ENSOCUG00000026189	ENSG00000188716
ENSOCUG00000026197	ENSG00000250644
ENSOCUG00000026203	ENSG00000131094
ENSOCUG00000026210	ENSG00000175938
ENSOCUG00000026212	ENSG00000269313
ENSOCUG00000026213	ENSG00000254167
ENSOCUG00000026229	ENSG00000089356
ENSOCUG00000026229	ENSG00000285526
ENSOCUG00000026236	ENSG00000116809
ENSOCUG00000026238	ENSG00000185013
ENSOCUG00000026238	ENSG00000250741
ENSOCUG00000026248	ENSG00000197093
ENSOCUG00000026253	ENSG00000139684
ENSOCUG00000026254	ENSG00000183401
ENSOCUG00000026255	ENSG00000164828
ENSOCUG00000026257	ENSG00000197249
ENSOCUG00000026259	ENSG00000105698
ENSOCUG00000026260	ENSG00000130821
ENSOCUG00000026260	ENSG00000273554
ENSOCUG00000026268	ENSG00000181092
ENSOCUG00000026271	ENSG00000167994
ENSOCUG00000026272	ENSG00000159496
ENSOCUG00000026273	ENSG00000196136
ENSOCUG00000026278	ENSG00000136816
ENSOCUG00000026280	ENSG00000073008
ENSOCUG00000026281	ENSG00000137843
ENSOCUG00000026291	ENSG00000137486
ENSOCUG00000026296	ENSG00000167112
ENSOCUG00000026304	ENSG00000119147
ENSOCUG00000026305	ENSG00000108654
ENSOCUG00000026311	ENSG00000015479
ENSOCUG00000026311	ENSG00000280987
ENSOCUG00000026321	ENSG00000175137
ENSOCUG00000026322	ENSG00000254167
ENSOCUG00000026333	ENSG00000179094
ENSOCUG00000026334	ENSG00000136235
ENSOCUG00000026340	ENSG00000159256
ENSOCUG00000026343	ENSG00000134258
ENSOCUG00000026346	ENSG00000185019
ENSOCUG00000026351	ENSG00000130584
ENSOCUG00000026353	ENSG00000241553
ENSOCUG00000026355	ENSG00000133937
ENSOCUG00000026357	ENSG00000254167
ENSOCUG00000026358	ENSG00000137868
ENSOCUG00000026368	ENSG00000064205
ENSOCUG00000026378	ENSG00000158555
ENSOCUG00000026379	ENSG00000183665
ENSOCUG00000026383	ENSG00000198074
ENSOCUG00000026384	ENSG00000168453
ENSOCUG00000026388	ENSG00000254167
ENSOCUG00000026392	ENSG00000101751
ENSOCUG00000026395	ENSG00000197406
ENSOCUG00000026398	ENSG00000174876
ENSOCUG00000026398	ENSG00000187733
ENSOCUG00000026398	ENSG00000237763
ENSOCUG00000026398	ENSG00000240038
ENSOCUG00000026398	ENSG00000243480
ENSOCUG00000026402	ENSG00000134460
ENSOCUG00000026403	ENSG00000118508
ENSOCUG00000026418	ENSG00000163283
ENSOCUG00000026418	ENSG00000163286
ENSOCUG00000026418	ENSG00000163295
ENSOCUG00000026424	ENSG00000197451
ENSOCUG00000026428	ENSG00000167925
ENSOCUG00000026431	ENSG00000132406
ENSOCUG00000026432	ENSG00000110104
ENSOCUG00000026440	ENSG00000008441
ENSOCUG00000026462	ENSG00000187398
ENSOCUG00000026468	ENSG00000100739
ENSOCUG00000026470	ENSG00000008283
ENSOCUG00000026476	ENSG00000129625
ENSOCUG00000026486	ENSG00000168066
ENSOCUG00000026490	ENSG00000204518
ENSOCUG00000026511	ENSG00000211944
ENSOCUG00000026511	ENSG00000211957
ENSOCUG00000026514	ENSG00000214160
ENSOCUG00000026520	ENSG00000215217
ENSOCUG00000026523	ENSG00000089505
ENSOCUG00000026532	ENSG00000168079
ENSOCUG00000026537	ENSG00000214782
ENSOCUG00000026543	ENSG00000250298
ENSOCUG00000026547	ENSG00000105767
ENSOCUG00000026549	ENSG00000100031
ENSOCUG00000026549	ENSG00000100121
ENSOCUG00000026549	ENSG00000133475
ENSOCUG00000026549	ENSG00000149435
ENSOCUG00000026549	ENSG00000274252
ENSOCUG00000026553	ENSG00000099341
ENSOCUG00000026554	ENSG00000214376
ENSOCUG00000026564	ENSG00000142634
ENSOCUG00000026566	ENSG00000163530
ENSOCUG00000026567	ENSG00000242574
ENSOCUG00000026567	ENSG00000248993
ENSOCUG00000026570	ENSG00000170684
ENSOCUG00000026591	ENSG00000214960
ENSOCUG00000026605	ENSG00000164008
ENSOCUG00000026613	ENSG00000204296
ENSOCUG00000026619	ENSG00000169994
ENSOCUG00000026629	ENSG00000178934
ENSOCUG00000026629	ENSG00000205076
ENSOCUG00000026636	ENSG00000109061
ENSOCUG00000026640	ENSG00000149212
ENSOCUG00000026657	ENSG00000116771
ENSOCUG00000026658	ENSG00000142303
ENSOCUG00000026664	ENSG00000136908
ENSOCUG00000026678	ENSG00000172845
ENSOCUG00000026686	ENSG00000186628
ENSOCUG00000026694	ENSG00000214575
ENSOCUG00000026694	ENSG00000260836
ENSOCUG00000026699	ENSG00000068697
ENSOCUG00000026708	ENSG00000167618
ENSOCUG00000026716	ENSG00000176055
ENSOCUG00000026731	ENSG00000119969
ENSOCUG00000026736	ENSG00000108823
ENSOCUG00000026741	ENSG00000152495
ENSOCUG00000026747	ENSG00000088247
ENSOCUG00000026749	ENSG00000254167
ENSOCUG00000026751	ENSG00000121316
ENSOCUG00000026753	ENSG00000171097
ENSOCUG00000026753	ENSG00000286112
ENSOCUG00000026756	ENSG00000161618
ENSOCUG00000026766	ENSG00000163156
ENSOCUG00000026774	ENSG00000141933
ENSOCUG00000026777	ENSG00000174992
ENSOCUG00000026783	ENSG00000277258
ENSOCUG00000026787	ENSG00000214866
ENSOCUG00000026801	ENSG00000100324
ENSOCUG00000026803	ENSG00000110484
ENSOCUG00000026803	ENSG00000124939
ENSOCUG00000026827	ENSG00000254167
ENSOCUG00000026829	ENSG00000137500
ENSOCUG00000026837	ENSG00000166862
ENSOCUG00000026842	ENSG00000198121
ENSOCUG00000026844	ENSG00000213578
ENSOCUG00000026859	ENSG00000122566
ENSOCUG00000026865	ENSG00000042445
ENSOCUG00000026866	ENSG00000100865
ENSOCUG00000026869	ENSG00000172818
ENSOCUG00000026874	ENSG00000167858
ENSOCUG00000026875	ENSG00000160679
ENSOCUG00000026877	ENSG00000265808
ENSOCUG00000026879	ENSG00000160271
ENSOCUG00000026879	ENSG00000285245
ENSOCUG00000026892	ENSG00000100442
ENSOCUG00000026893	ENSG00000162817
ENSOCUG00000026896	ENSG00000284844
ENSOCUG00000026896	ENSG00000284922
ENSOCUG00000026897	ENSG00000255690
ENSOCUG00000026903	ENSG00000142794
ENSOCUG00000026903	ENSG00000162825
ENSOCUG00000026903	ENSG00000186086
ENSOCUG00000026903	ENSG00000196427
ENSOCUG00000026903	ENSG00000219481
ENSOCUG00000026903	ENSG00000263956
ENSOCUG00000026903	ENSG00000266338
ENSOCUG00000026903	ENSG00000268043
ENSOCUG00000026903	ENSG00000269713
ENSOCUG00000026903	ENSG00000270629
ENSOCUG00000026903	ENSG00000271254
ENSOCUG00000026903	ENSG00000271383
ENSOCUG00000026903	ENSG00000271425
ENSOCUG00000026903	ENSG00000273136
ENSOCUG00000026903	ENSG00000286185
ENSOCUG00000026911	ENSG00000204424
ENSOCUG00000026911	ENSG00000250641
ENSOCUG00000026915	ENSG00000160013
ENSOCUG00000026922	ENSG00000136378
ENSOCUG00000026923	ENSG00000056050
ENSOCUG00000026930	ENSG00000237441
ENSOCUG00000026933	ENSG00000221890
ENSOCUG00000026934	ENSG00000073169
ENSOCUG00000026935	ENSG00000144366
ENSOCUG00000026938	ENSG00000100811
ENSOCUG00000026940	ENSG00000178188
ENSOCUG00000026953	ENSG00000198301
ENSOCUG00000026977	ENSG00000166558
ENSOCUG00000026980	ENSG00000165916
ENSOCUG00000026982	ENSG00000153531
ENSOCUG00000026988	ENSG00000133048
ENSOCUG00000026994	ENSG00000127824
ENSOCUG00000027014	ENSG00000235718
ENSOCUG00000027017	ENSG00000138964
ENSOCUG00000027029	ENSG00000150347
ENSOCUG00000027031	ENSG00000162714
ENSOCUG00000027040	ENSG00000115318
ENSOCUG00000027043	ENSG00000239571
ENSOCUG00000027043	ENSG00000243238
ENSOCUG00000027044	ENSG00000215788
ENSOCUG00000027050	ENSG00000124466
ENSOCUG00000027062	ENSG00000211584
ENSOCUG00000027063	ENSG00000182447
ENSOCUG00000027066	ENSG00000116741
ENSOCUG00000027078	ENSG00000099864
ENSOCUG00000027079	ENSG00000105011
ENSOCUG00000027080	ENSG00000053702
ENSOCUG00000027086	ENSG00000179088
ENSOCUG00000027088	ENSG00000221914
ENSOCUG00000027094	ENSG00000177576
ENSOCUG00000027095	ENSG00000070748
ENSOCUG00000027097	ENSG00000089009
ENSOCUG00000027106	ENSG00000170961
ENSOCUG00000027109	ENSG00000203760
ENSOCUG00000027115	ENSG00000163870
ENSOCUG00000027117	ENSG00000132128
ENSOCUG00000027124	ENSG00000105404
ENSOCUG00000027132	ENSG00000136274
ENSOCUG00000027142	ENSG00000149927
ENSOCUG00000027154	ENSG00000104879
ENSOCUG00000027181	ENSG00000100288
ENSOCUG00000027181	ENSG00000254413
ENSOCUG00000027184	ENSG00000159228
ENSOCUG00000027186	ENSG00000127952
ENSOCUG00000027192	ENSG00000164129
ENSOCUG00000027194	ENSG00000115386
ENSOCUG00000027198	ENSG00000139209
ENSOCUG00000027203	ENSG00000160862
ENSOCUG00000027205	ENSG00000170577
ENSOCUG00000027207	ENSG00000112039
ENSOCUG00000027213	ENSG00000155366
ENSOCUG00000027217	ENSG00000103168
ENSOCUG00000027219	ENSG00000132465
ENSOCUG00000027220	ENSG00000211782
ENSOCUG00000027220	ENSG00000211787
ENSOCUG00000027224	ENSG00000215009
ENSOCUG00000027239	ENSG00000196476
ENSOCUG00000027243	ENSG00000242498
ENSOCUG00000027243	ENSG00000250021
ENSOCUG00000027250	ENSG00000108639
ENSOCUG00000027254	ENSG00000186009
ENSOCUG00000027257	ENSG00000155508
ENSOCUG00000027263	ENSG00000136273
ENSOCUG00000027270	ENSG00000182944
ENSOCUG00000027274	ENSG00000114626
ENSOCUG00000027275	ENSG00000169908
ENSOCUG00000027277	ENSG00000115850
ENSOCUG00000027285	ENSG00000105609
ENSOCUG00000027285	ENSG00000187116
ENSOCUG00000027285	ENSG00000204577
ENSOCUG00000027285	ENSG00000239961
ENSOCUG00000027285	ENSG00000244482
ENSOCUG00000027307	ENSG00000171858
ENSOCUG00000027310	ENSG00000141526
ENSOCUG00000027316	ENSG00000170689
ENSOCUG00000027324	ENSG00000165632
ENSOCUG00000027335	ENSG00000181433
ENSOCUG00000027338	ENSG00000254167
ENSOCUG00000027356	ENSG00000254167
ENSOCUG00000027372	ENSG00000167130
ENSOCUG00000027378	ENSG00000075618
ENSOCUG00000027387	ENSG00000174684
ENSOCUG00000027394	ENSG00000211592
ENSOCUG00000027396	ENSG00000169221
ENSOCUG00000027402	ENSG00000058668
ENSOCUG00000027404	ENSG00000182473
ENSOCUG00000027407	ENSG00000286522
ENSOCUG00000027415	ENSG00000167182
ENSOCUG00000027424	ENSG00000134186
ENSOCUG00000027426	ENSG00000151233
ENSOCUG00000027434	ENSG00000189306
ENSOCUG00000027444	ENSG00000125207
ENSOCUG00000027452	ENSG00000099337
ENSOCUG00000027456	ENSG00000125868
ENSOCUG00000027471	ENSG00000136244
ENSOCUG00000027474	ENSG00000112561
ENSOCUG00000027478	ENSG00000118473
ENSOCUG00000027480	ENSG00000145649
ENSOCUG00000027493	ENSG00000101474
ENSOCUG00000027494	ENSG00000175826
ENSOCUG00000027498	ENSG00000137707
ENSOCUG00000027507	ENSG00000111424
ENSOCUG00000027508	ENSG00000133318
ENSOCUG00000027523	ENSG00000211643
ENSOCUG00000027523	ENSG00000211647
ENSOCUG00000027523	ENSG00000211650
ENSOCUG00000027523	ENSG00000211654
ENSOCUG00000027528	ENSG00000204138
ENSOCUG00000027535	ENSG00000242265
ENSOCUG00000027536	ENSG00000104976
ENSOCUG00000027545	ENSG00000184481
ENSOCUG00000027549	ENSG00000211890
ENSOCUG00000027549	ENSG00000211895
ENSOCUG00000027557	ENSG00000198211
ENSOCUG00000027562	ENSG00000221823
ENSOCUG00000027562	ENSG00000273398
ENSOCUG00000027566	ENSG00000104894
ENSOCUG00000027575	ENSG00000055118
ENSOCUG00000027585	ENSG00000186174
ENSOCUG00000027602	ENSG00000177989
ENSOCUG00000027604	ENSG00000275023
ENSOCUG00000027605	ENSG00000016082
ENSOCUG00000027619	ENSG00000132275
ENSOCUG00000027621	ENSG00000159618
ENSOCUG00000027622	ENSG00000147596
ENSOCUG00000027626	ENSG00000198821
ENSOCUG00000027628	ENSG00000152219
ENSOCUG00000027635	ENSG00000115263
ENSOCUG00000027637	ENSG00000174990
ENSOCUG00000027638	ENSG00000161249
ENSOCUG00000027643	ENSG00000093000
ENSOCUG00000027644	ENSG00000112212
ENSOCUG00000027669	ENSG00000108641
ENSOCUG00000027672	ENSG00000143847
ENSOCUG00000027678	ENSG00000158526
ENSOCUG00000027681	ENSG00000130755
ENSOCUG00000027685	ENSG00000127831
ENSOCUG00000027709	ENSG00000254167
ENSOCUG00000027712	ENSG00000100316
ENSOCUG00000027716	ENSG00000135097
ENSOCUG00000027718	ENSG00000237412
ENSOCUG00000027728	ENSG00000101997
ENSOCUG00000027733	ENSG00000247077
ENSOCUG00000027740	ENSG00000142794
ENSOCUG00000027740	ENSG00000162825
ENSOCUG00000027740	ENSG00000186086
ENSOCUG00000027740	ENSG00000196427
ENSOCUG00000027740	ENSG00000219481
ENSOCUG00000027740	ENSG00000263956
ENSOCUG00000027740	ENSG00000266338
ENSOCUG00000027740	ENSG00000268043
ENSOCUG00000027740	ENSG00000269713
ENSOCUG00000027740	ENSG00000270629
ENSOCUG00000027740	ENSG00000271254
ENSOCUG00000027740	ENSG00000271383
ENSOCUG00000027740	ENSG00000271425
ENSOCUG00000027740	ENSG00000273136
ENSOCUG00000027740	ENSG00000286185
ENSOCUG00000027744	ENSG00000171222
ENSOCUG00000027745	ENSG00000076662
ENSOCUG00000027756	ENSG00000165630
ENSOCUG00000027756	ENSG00000282246
ENSOCUG00000027757	ENSG00000140931
ENSOCUG00000027758	ENSG00000174483
ENSOCUG00000027758	ENSG00000256349
ENSOCUG00000027767	ENSG00000214842
ENSOCUG00000027771	ENSG00000174992
ENSOCUG00000027773	ENSG00000224982
ENSOCUG00000027778	ENSG00000154511
ENSOCUG00000027789	ENSG00000131408
ENSOCUG00000027790	ENSG00000214357
ENSOCUG00000027797	ENSG00000019485
ENSOCUG00000027803	ENSG00000140600
ENSOCUG00000027806	ENSG00000133398
ENSOCUG00000027812	ENSG00000123416
ENSOCUG00000027815	ENSG00000162747
ENSOCUG00000027815	ENSG00000203747
ENSOCUG00000027829	ENSG00000142546
ENSOCUG00000027839	ENSG00000254167
ENSOCUG00000027842	ENSG00000164253
ENSOCUG00000027848	ENSG00000226660
ENSOCUG00000027851	ENSG00000227345
ENSOCUG00000027853	ENSG00000164708
ENSOCUG00000027855	ENSG00000136279
ENSOCUG00000027862	ENSG00000137161
ENSOCUG00000027864	ENSG00000107831
ENSOCUG00000027865	ENSG00000140459
ENSOCUG00000027868	ENSG00000254167
ENSOCUG00000027878	ENSG00000105085
ENSOCUG00000027878	ENSG00000141979
ENSOCUG00000027879	ENSG00000111981
ENSOCUG00000027879	ENSG00000131015
ENSOCUG00000027879	ENSG00000155918
ENSOCUG00000027879	ENSG00000203722
ENSOCUG00000027880	ENSG00000169554
ENSOCUG00000027882	ENSG00000196208
ENSOCUG00000027883	ENSG00000189367
ENSOCUG00000027885	ENSG00000156990
ENSOCUG00000027895	ENSG00000159479
ENSOCUG00000027901	ENSG00000161914
ENSOCUG00000027919	ENSG00000142892
ENSOCUG00000027920	ENSG00000168748
ENSOCUG00000027924	ENSG00000068903
ENSOCUG00000027929	ENSG00000166796
ENSOCUG00000027934	ENSG00000107014
ENSOCUG00000027934	ENSG00000107018
ENSOCUG00000027935	ENSG00000143774
ENSOCUG00000027936	ENSG00000172531
ENSOCUG00000027938	ENSG00000205307
ENSOCUG00000027941	ENSG00000135643
ENSOCUG00000027942	ENSG00000136247
ENSOCUG00000027943	ENSG00000214212
ENSOCUG00000027949	ENSG00000161395
ENSOCUG00000027957	ENSG00000152061
ENSOCUG00000027970	ENSG00000183255
ENSOCUG00000027971	ENSG00000132718
ENSOCUG00000027972	ENSG00000147889
ENSOCUG00000027975	ENSG00000100664
ENSOCUG00000027997	ENSG00000088992
ENSOCUG00000028008	ENSG00000124701
ENSOCUG00000028010	ENSG00000178645
ENSOCUG00000028025	ENSG00000143845
ENSOCUG00000028026	ENSG00000010327
ENSOCUG00000028032	ENSG00000243910
ENSOCUG00000028035	ENSG00000182177
ENSOCUG00000028047	ENSG00000065978
ENSOCUG00000028052	ENSG00000114019
ENSOCUG00000028059	ENSG00000167984
ENSOCUG00000028062	ENSG00000213203
ENSOCUG00000028063	ENSG00000211890
ENSOCUG00000028063	ENSG00000211895
ENSOCUG00000028070	ENSG00000128250
ENSOCUG00000028070	ENSG00000128253
ENSOCUG00000028070	ENSG00000128276
ENSOCUG00000028077	ENSG00000055070
ENSOCUG00000028091	ENSG00000144115
ENSOCUG00000028102	ENSG00000214285
ENSOCUG00000028116	ENSG00000152193
ENSOCUG00000028124	ENSG00000135486
ENSOCUG00000028126	ENSG00000145817
ENSOCUG00000028137	ENSG00000163501
ENSOCUG00000028145	ENSG00000188334
ENSOCUG00000028155	ENSG00000173699
ENSOCUG00000028175	ENSG00000130348
ENSOCUG00000028184	ENSG00000284701
ENSOCUG00000028187	ENSG00000133065
ENSOCUG00000028188	ENSG00000177427
ENSOCUG00000028189	ENSG00000160349
ENSOCUG00000028198	ENSG00000182240
ENSOCUG00000028202	ENSG00000168754
ENSOCUG00000028208	ENSG00000185236
ENSOCUG00000028210	ENSG00000215113
ENSOCUG00000028210	ENSG00000215115
ENSOCUG00000028210	ENSG00000283599
ENSOCUG00000028212	ENSG00000033050
ENSOCUG00000028212	ENSG00000285292
