A1BG	ENSG00000121410	ENST00000263100
VKORC1L1	ENSG00000196715	ENST00000648179
VKORC1L1	ENSG00000196715	ENST00000434382
VLDLR	ENSG00000147852	ENST00000681618
VLDLR	ENSG00000147852	ENST00000680043
VLDLR	ENSG00000147852	ENST00000681806
VLDLR	ENSG00000147852	ENST00000681942
VLDLR	ENSG00000147852	ENST00000681518
VLDLR	ENSG00000147852	ENST00000680891
VLDLR	ENSG00000147852	ENST00000681306
VLDLR	ENSG00000147852	ENST00000382096
VLDLR	ENSG00000147852	ENST00000681644
VLDLR	ENSG00000147852	ENST00000382099
VLDLR	ENSG00000147852	ENST00000680243
VLDLR	ENSG00000147852	ENST00000681876
VLDLR	ENSG00000147852	ENST00000382100
VMA21	ENSG00000160131	ENST00000370361
VMA21	ENSG00000160131	ENST00000330374
VMAC	ENSG00000187650	ENST00000339485
VMO1	ENSG00000182853	ENST00000354194
VMO1	ENSG00000182853	ENST00000441199
VMO1	ENSG00000182853	ENST00000416307
VMO1	ENSG00000182853	ENST00000328739
VMP1	ENSG00000062716	ENST00000585847
VMP1	ENSG00000062716	ENST00000592106
VMP1	ENSG00000062716	ENST00000587945
VMP1	ENSG00000062716	ENST00000587259
VMP1	ENSG00000062716	ENST00000589823
VMP1	ENSG00000062716	ENST00000591315
VN1R1	ENSG00000178201	ENST00000321039
VN1R2	ENSG00000196131	ENST00000341702
VN1R4	ENSG00000228567	ENST00000311170
VN1R5	ENSG00000197617	ENST00000472952
VNN1	ENSG00000112299	ENST00000367928
VNN2	ENSG00000112303	ENST00000532012
VNN2	ENSG00000112303	ENST00000524919
VNN2	ENSG00000112303	ENST00000525674
VNN2	ENSG00000112303	ENST00000422400
VNN2	ENSG00000112303	ENST00000531279
VNN2	ENSG00000112303	ENST00000528801
VNN2	ENSG00000112303	ENST00000530536
VNN2	ENSG00000112303	ENST00000418593
VNN2	ENSG00000112303	ENST00000392389
VNN2	ENSG00000112303	ENST00000532053
VOPP1	ENSG00000154978	ENST00000452832
VOPP1	ENSG00000154978	ENST00000414113
VOPP1	ENSG00000154978	ENST00000453256
VOPP1	ENSG00000154978	ENST00000428648
VOPP1	ENSG00000154978	ENST00000418904
VOPP1	ENSG00000154978	ENST00000455023
VOPP1	ENSG00000154978	ENST00000433959
VOPP1	ENSG00000154978	ENST00000625836
VOPP1	ENSG00000154978	ENST00000454227
VPREB1	ENSG00000169575	ENST00000403807
VPREB1	ENSG00000169575	ENST00000302273
VPREB3	ENSG00000128218	ENST00000398465
VPREB3	ENSG00000128218	ENST00000248948
VPS11	ENSG00000160695	ENST00000621676
VPS11	ENSG00000160695	ENST00000614944
VPS13A	ENSG00000197969	ENST00000419472
VPS13A	ENSG00000197969	ENST00000360280
VPS13A	ENSG00000197969	ENST00000493341
VPS13A	ENSG00000197969	ENST00000467124
VPS13A	ENSG00000197969	ENST00000643348
VPS13A	ENSG00000197969	ENST00000376636
VPS13A	ENSG00000197969	ENST00000645632
VPS13B	ENSG00000132549	ENST00000355155
VPS13B	ENSG00000132549	ENST00000358544
VPS13B	ENSG00000132549	ENST00000682234
VPS13B	ENSG00000132549	ENST00000682153
VPS13B	ENSG00000132549	ENST00000496144
VPS13B	ENSG00000132549	ENST00000357162
VPS13B	ENSG00000132549	ENST00000441350
VPS13B	ENSG00000132549	ENST00000683334
VPS13C	ENSG00000129003	ENST00000645819
VPS13C	ENSG00000129003	ENST00000249837
VPS13C	ENSG00000129003	ENST00000649766
VPS13C	ENSG00000129003	ENST00000650094
VPS13C	ENSG00000129003	ENST00000644861
VPS13C	ENSG00000129003	ENST00000395898
VPS13D	ENSG00000048707	ENST00000645371
VPS13D	ENSG00000048707	ENST00000011700
VPS13D	ENSG00000048707	ENST00000466732
VPS13D	ENSG00000048707	ENST00000543766
VPS13D	ENSG00000048707	ENST00000646917
VPS13D	ENSG00000048707	ENST00000620676
VPS13D	ENSG00000048707	ENST00000613099
VPS16	ENSG00000215305	ENST00000417508
VPS16	ENSG00000215305	ENST00000380445
VPS18	ENSG00000104142	ENST00000558474
VPS18	ENSG00000104142	ENST00000220509
VPS18	ENSG00000104142	ENST00000558855
VPS25	ENSG00000131475	ENST00000589520
VPS25	ENSG00000131475	ENST00000589577
VPS25	ENSG00000131475	ENST00000590339
VPS26A	ENSG00000122958	ENST00000395098
VPS26A	ENSG00000122958	ENST00000373382
VPS26A	ENSG00000122958	ENST00000263559
VPS26A	ENSG00000122958	ENST00000489656
VPS26A	ENSG00000122958	ENST00000489794
VPS26B	ENSG00000151502	ENST00000527586
VPS26B	ENSG00000151502	ENST00000525095
VPS26B	ENSG00000151502	ENST00000530402
VPS26B	ENSG00000151502	ENST00000281187
VPS26C	ENSG00000157538	ENST00000309117
VPS26C	ENSG00000157538	ENST00000476950
VPS26C	ENSG00000157538	ENST00000398998
VPS28	ENSG00000160948	ENST00000292510
VPS28	ENSG00000160948	ENST00000529182
VPS28	ENSG00000160948	ENST00000526054
VPS28	ENSG00000160948	ENST00000530836
VPS28	ENSG00000160948	ENST00000377348
VPS28	ENSG00000160948	ENST00000526204
VPS29	ENSG00000111237	ENST00000546588
VPS29	ENSG00000111237	ENST00000549578
VPS29	ENSG00000111237	ENST00000621131
VPS29	ENSG00000111237	ENST00000552130
VPS29	ENSG00000111237	ENST00000360579
VPS29	ENSG00000111237	ENST00000447578
VPS29	ENSG00000111237	ENST00000549970
VPS33A	ENSG00000139719	ENST00000544349
VPS33A	ENSG00000139719	ENST00000451053
VPS33A	ENSG00000139719	ENST00000643696
VPS33A	ENSG00000139719	ENST00000543633
VPS33A	ENSG00000139719	ENST00000267199
VPS33B	ENSG00000184056	ENST00000333371
VPS33B	ENSG00000184056	ENST00000535906
VPS33B	ENSG00000184056	ENST00000574755
VPS35	ENSG00000069329	ENST00000568784
VPS35	ENSG00000069329	ENST00000647959
VPS35	ENSG00000069329	ENST00000568612
VPS35	ENSG00000069329	ENST00000299138
VPS35L	ENSG00000103544	ENST00000537186
VPS35L	ENSG00000103544	ENST00000417362
VPS35L	ENSG00000103544	ENST00000539322
VPS35L	ENSG00000103544	ENST00000567245
VPS35L	ENSG00000103544	ENST00000542263
VPS35L	ENSG00000103544	ENST00000544670
VPS35L	ENSG00000103544	ENST00000513947
VPS35L	ENSG00000103544	ENST00000542027
VPS35L	ENSG00000103544	ENST00000438132
VPS35L	ENSG00000103544	ENST00000251143
VPS35L	ENSG00000103544	ENST00000543152
VPS36	ENSG00000136100	ENST00000611132
VPS36	ENSG00000136100	ENST00000378060
VPS36	ENSG00000136100	ENST00000650274
VPS37A	ENSG00000155975	ENST00000518038
VPS37A	ENSG00000155975	ENST00000521976
VPS37A	ENSG00000155975	ENST00000520140
VPS37A	ENSG00000155975	ENST00000521005
VPS37A	ENSG00000155975	ENST00000521829
VPS37A	ENSG00000155975	ENST00000425020
VPS37A	ENSG00000155975	ENST00000519381
VPS37B	ENSG00000139722	ENST00000535765
VPS37C	ENSG00000167987	ENST00000538036
VPS37D	ENSG00000176428	ENST00000324941
VPS37D	ENSG00000176428	ENST00000451519
VPS39	ENSG00000166887	ENST00000318006
VPS39	ENSG00000166887	ENST00000564994
VPS41	ENSG00000006715	ENST00000413141
VPS41	ENSG00000006715	ENST00000418457
VPS41	ENSG00000006715	ENST00000448833
VPS41	ENSG00000006715	ENST00000439468
VPS41	ENSG00000006715	ENST00000395969
VPS45	ENSG00000136631	ENST00000698528
VPS45	ENSG00000136631	ENST00000369128
VPS45	ENSG00000136631	ENST00000698523
VPS45	ENSG00000136631	ENST00000698527
VPS45	ENSG00000136631	ENST00000644704
VPS45	ENSG00000136631	ENST00000698588
VPS45	ENSG00000136631	ENST00000698585
VPS45	ENSG00000136631	ENST00000698584
VPS45	ENSG00000136631	ENST00000698587
VPS45	ENSG00000136631	ENST00000698586
VPS45	ENSG00000136631	ENST00000698581
VPS45	ENSG00000136631	ENST00000698580
VPS45	ENSG00000136631	ENST00000698583
VPS45	ENSG00000136631	ENST00000698582
VPS45	ENSG00000136631	ENST00000698597
VPS45	ENSG00000136631	ENST00000643611
VPS45	ENSG00000136631	ENST00000642919
VPS45	ENSG00000136631	ENST00000698532
VPS45	ENSG00000136631	ENST00000643970
VPS45	ENSG00000136631	ENST00000644510
VPS45	ENSG00000136631	ENST00000462852
VPS45	ENSG00000136631	ENST00000698533
VPS45	ENSG00000136631	ENST00000698534
VPS45	ENSG00000136631	ENST00000491789
VPS45	ENSG00000136631	ENST00000698598
VPS45	ENSG00000136631	ENST00000698592
VPS45	ENSG00000136631	ENST00000698593
VPS45	ENSG00000136631	ENST00000698590
VPS45	ENSG00000136631	ENST00000698591
VPS45	ENSG00000136631	ENST00000698578
VPS45	ENSG00000136631	ENST00000698579
VPS45	ENSG00000136631	ENST00000698594
VPS45	ENSG00000136631	ENST00000698595
VPS45	ENSG00000136631	ENST00000644526
VPS45	ENSG00000136631	ENST00000419023
VPS4A	ENSG00000132612	ENST00000254950
VPS4B	ENSG00000119541	ENST00000591519
VPS4B	ENSG00000119541	ENST00000238497
VPS4B	ENSG00000119541	ENST00000588059
VPS50	ENSG00000004766	ENST00000438395
VPS50	ENSG00000004766	ENST00000544910
VPS50	ENSG00000004766	ENST00000305866
VPS50	ENSG00000004766	ENST00000458530
VPS50	ENSG00000004766	ENST00000251739
VPS50	ENSG00000004766	ENST00000436177
VPS50	ENSG00000004766	ENST00000443443
VPS50	ENSG00000004766	ENST00000441602
VPS50	ENSG00000004766	ENST00000458707
VPS51	ENSG00000149823	ENST00000529180
VPS51	ENSG00000149823	ENST00000534557
VPS51	ENSG00000149823	ENST00000533827
VPS51	ENSG00000149823	ENST00000279281
VPS51	ENSG00000149823	ENST00000526856
VPS51	ENSG00000149823	ENST00000530773
VPS52	ENSG00000223501	ENST00000482399
VPS52	ENSG00000223501	ENST00000445902
VPS53	ENSG00000141252	ENST00000680465
VPS53	ENSG00000141252	ENST00000679865
VPS53	ENSG00000141252	ENST00000572259
VPS53	ENSG00000141252	ENST00000681160
VPS53	ENSG00000141252	ENST00000679361
VPS53	ENSG00000141252	ENST00000680970
VPS53	ENSG00000141252	ENST00000572334
VPS53	ENSG00000141252	ENST00000575100
VPS53	ENSG00000141252	ENST00000575207
VPS53	ENSG00000141252	ENST00000681120
VPS53	ENSG00000141252	ENST00000576019
VPS53	ENSG00000141252	ENST00000681103
VPS53	ENSG00000141252	ENST00000576149
VPS53	ENSG00000141252	ENST00000680069
VPS53	ENSG00000141252	ENST00000681943
VPS53	ENSG00000141252	ENST00000680128
VPS53	ENSG00000141252	ENST00000681096
VPS53	ENSG00000141252	ENST00000681946
VPS53	ENSG00000141252	ENST00000571456
VPS53	ENSG00000141252	ENST00000679817
VPS53	ENSG00000141252	ENST00000681902
VPS53	ENSG00000141252	ENST00000681510
VPS53	ENSG00000141252	ENST00000571805
VPS53	ENSG00000141252	ENST00000679959
VPS53	ENSG00000141252	ENST00000681661
VPS53	ENSG00000141252	ENST00000681229
VPS53	ENSG00000141252	ENST00000681317
VPS53	ENSG00000141252	ENST00000680241
VPS53	ENSG00000141252	ENST00000681050
VPS53	ENSG00000141252	ENST00000680872
VPS53	ENSG00000141252	ENST00000573028
VPS53	ENSG00000141252	ENST00000437048
VPS53	ENSG00000141252	ENST00000681478
VPS53	ENSG00000141252	ENST00000680704
VPS53	ENSG00000141252	ENST00000291074
VPS53	ENSG00000141252	ENST00000679961
VPS53	ENSG00000141252	ENST00000389040
VPS53	ENSG00000141252	ENST00000681423
VPS53	ENSG00000141252	ENST00000681295
VPS53	ENSG00000141252	ENST00000574029
VPS53	ENSG00000141252	ENST00000681858
VPS53	ENSG00000141252	ENST00000681917
VPS53	ENSG00000141252	ENST00000570650
VPS53	ENSG00000141252	ENST00000681830
VPS53	ENSG00000141252	ENST00000681154
VPS53	ENSG00000141252	ENST00000680641
VPS54	ENSG00000143952	ENST00000409558
VPS54	ENSG00000143952	ENST00000416400
VPS54	ENSG00000143952	ENST00000354504
VPS54	ENSG00000143952	ENST00000272322
VPS72	ENSG00000163159	ENST00000354473
VPS72	ENSG00000163159	ENST00000368892
VPS8	ENSG00000156931	ENST00000458721
VPS8	ENSG00000156931	ENST00000452140
VPS8	ENSG00000156931	ENST00000424463
VPS8	ENSG00000156931	ENST00000424721
VPS8	ENSG00000156931	ENST00000287546
VPS8	ENSG00000156931	ENST00000625842
VPS8	ENSG00000156931	ENST00000445089
VPS8	ENSG00000156931	ENST00000421069
VPS8	ENSG00000156931	ENST00000436792
VPS9D1	ENSG00000075399	ENST00000389386
VPS9D1	ENSG00000075399	ENST00000561976
VPS9D1	ENSG00000075399	ENST00000563798
VPS9D1	ENSG00000075399	ENST00000565023
VRK1	ENSG00000100749	ENST00000216639
VRK1	ENSG00000100749	ENST00000680538
VRK1	ENSG00000100749	ENST00000680849
VRK1	ENSG00000100749	ENST00000680335
VRK1	ENSG00000100749	ENST00000680922
VRK1	ENSG00000100749	ENST00000680339
VRK1	ENSG00000100749	ENST00000681677
VRK1	ENSG00000100749	ENST00000681061
VRK1	ENSG00000100749	ENST00000681355
VRK1	ENSG00000100749	ENST00000681695
VRK1	ENSG00000100749	ENST00000679650
VRK1	ENSG00000100749	ENST00000681363
VRK1	ENSG00000100749	ENST00000679758
VRK1	ENSG00000100749	ENST00000681101
VRK1	ENSG00000100749	ENST00000679843
VRK1	ENSG00000100749	ENST00000679736
VRK1	ENSG00000100749	ENST00000557222
VRK1	ENSG00000100749	ENST00000679770
VRK1	ENSG00000100749	ENST00000680387
VRK1	ENSG00000100749	ENST00000680384
VRK1	ENSG00000100749	ENST00000681249
VRK1	ENSG00000100749	ENST00000680683
VRK1	ENSG00000100749	ENST00000681344
VRK1	ENSG00000100749	ENST00000679816
VRK1	ENSG00000100749	ENST00000681778
VRK1	ENSG00000100749	ENST00000680756
VRK1	ENSG00000100749	ENST00000681785
VRK1	ENSG00000100749	ENST00000680007
VRK1	ENSG00000100749	ENST00000680993
VRK1	ENSG00000100749	ENST00000553683
VRK1	ENSG00000100749	ENST00000681538
VRK1	ENSG00000100749	ENST00000679918
VRK1	ENSG00000100749	ENST00000681419
VRK1	ENSG00000100749	ENST00000679977
VRK1	ENSG00000100749	ENST00000680222
VRK1	ENSG00000100749	ENST00000680526
VRK1	ENSG00000100749	ENST00000681195
VRK1	ENSG00000100749	ENST00000681474
VRK1	ENSG00000100749	ENST00000680509
VRK1	ENSG00000100749	ENST00000680851
VRK1	ENSG00000100749	ENST00000681176
VRK1	ENSG00000100749	ENST00000680348
VRK1	ENSG00000100749	ENST00000679452
VRK1	ENSG00000100749	ENST00000681077
VRK1	ENSG00000100749	ENST00000681493
VRK1	ENSG00000100749	ENST00000681598
VRK1	ENSG00000100749	ENST00000680724
VRK1	ENSG00000100749	ENST00000679727
VRK1	ENSG00000100749	ENST00000679462
VRK1	ENSG00000100749	ENST00000679533
VRK1	ENSG00000100749	ENST00000557352
VRK2	ENSG00000028116	ENST00000440705
VRK2	ENSG00000028116	ENST00000432057
VRK2	ENSG00000028116	ENST00000417641
VRK2	ENSG00000028116	ENST00000435505
VRK2	ENSG00000028116	ENST00000648897
VRK2	ENSG00000028116	ENST00000412104
VRK2	ENSG00000028116	ENST00000428021
VRK3	ENSG00000105053	ENST00000594092
VRK3	ENSG00000105053	ENST00000596121
VRK3	ENSG00000105053	ENST00000594090
VRK3	ENSG00000105053	ENST00000601324
VRK3	ENSG00000105053	ENST00000601341
VRK3	ENSG00000105053	ENST00000594948
VRK3	ENSG00000105053	ENST00000593919
VRK3	ENSG00000105053	ENST00000600137
VRK3	ENSG00000105053	ENST00000593912
VRK3	ENSG00000105053	ENST00000377011
VRK3	ENSG00000105053	ENST00000596814
VRK3	ENSG00000105053	ENST00000316763
VRK3	ENSG00000105053	ENST00000601912
VRTN	ENSG00000133980	ENST00000256362
VSIG1	ENSG00000101842	ENST00000415430
VSIG1	ENSG00000101842	ENST00000458383
VSIG10	ENSG00000176834	ENST00000538357
VSIG10L	ENSG00000186806	ENST00000335624
VSIG10L2	ENSG00000283703	ENST00000640497
VSIG10L2	ENSG00000283703	ENST00000686984
VSIG10L2	ENSG00000283703	ENST00000638636
VSIG2	ENSG00000019102	ENST00000326621
VSIG2	ENSG00000019102	ENST00000403470
VSIG4	ENSG00000155659	ENST00000374737
VSIG4	ENSG00000155659	ENST00000412866
VSIG4	ENSG00000155659	ENST00000455586
VSIG4	ENSG00000155659	ENST00000427538
VSIG4	ENSG00000155659	ENST00000651578
VSIG8	ENSG00000243284	ENST00000368100
VSIR	ENSG00000107738	ENST00000394957
VSNL1	ENSG00000163032	ENST00000457525
VSNL1	ENSG00000163032	ENST00000295156
VSNL1	ENSG00000163032	ENST00000404666
VSTM1	ENSG00000189068	ENST00000366170
VSTM1	ENSG00000189068	ENST00000425006
VSTM1	ENSG00000189068	ENST00000447872
VSTM1	ENSG00000189068	ENST00000338372
VSTM1	ENSG00000189068	ENST00000419106
VSTM2A	ENSG00000170419	ENST00000404951
VSTM2A	ENSG00000170419	ENST00000407838
VSTM2A	ENSG00000170419	ENST00000302287
VSTM2A	ENSG00000170419	ENST00000402613
VSTM2B	ENSG00000187135	ENST00000335523
VSTM2L	ENSG00000132821	ENST00000373459
VSTM2L	ENSG00000132821	ENST00000373461
VSTM4	ENSG00000165633	ENST00000332853
VSTM4	ENSG00000165633	ENST00000298454
VSTM5	ENSG00000214376	ENST00000409977
VSTM5	ENSG00000214376	ENST00000398221
VSX1	ENSG00000100987	ENST00000409958
VSX1	ENSG00000100987	ENST00000409285
VSX1	ENSG00000100987	ENST00000429762
VSX1	ENSG00000100987	ENST00000376707
VSX1	ENSG00000100987	ENST00000376709
VSX1	ENSG00000100987	ENST00000444511
VSX2	ENSG00000119614	ENST00000261980
VTA1	ENSG00000009844	ENST00000620996
VTA1	ENSG00000009844	ENST00000367630
VTA1	ENSG00000009844	ENST00000452973
VTA1	ENSG00000009844	ENST00000367621
VTCN1	ENSG00000134258	ENST00000539893
VTCN1	ENSG00000134258	ENST00000359008
VTCN1	ENSG00000134258	ENST00000328189
VTCN1	ENSG00000134258	ENST00000369458
VTI1A	ENSG00000151532	ENST00000393077
VTI1A	ENSG00000151532	ENST00000432306
VTI1B	ENSG00000100568	ENST00000554659
VTI1B	ENSG00000100568	ENST00000555543
VTI1B	ENSG00000100568	ENST00000216456
VTI1B	ENSG00000100568	ENST00000556461
VTI1B	ENSG00000100568	ENST00000554636
VTN	ENSG00000109072	ENST00000226218
VWA1	ENSG00000179403	ENST00000471398
VWA1	ENSG00000179403	ENST00000476993
VWA2	ENSG00000165816	ENST00000603594
VWA2	ENSG00000165816	ENST00000392982
VWA3A	ENSG00000175267	ENST00000563389
VWA3A	ENSG00000175267	ENST00000567131
VWA3A	ENSG00000175267	ENST00000389398
VWA3B	ENSG00000168658	ENST00000448638
VWA3B	ENSG00000168658	ENST00000477737
VWA3B	ENSG00000168658	ENST00000489630
VWA3B	ENSG00000168658	ENST00000422503
VWA3B	ENSG00000168658	ENST00000495571
VWA3B	ENSG00000168658	ENST00000473149
VWA3B	ENSG00000168658	ENST00000416277
VWA3B	ENSG00000168658	ENST00000432242
VWA3B	ENSG00000168658	ENST00000433678
VWA3B	ENSG00000168658	ENST00000614454
VWA5A	ENSG00000110002	ENST00000361352
VWA5A	ENSG00000110002	ENST00000456829
VWA5A	ENSG00000110002	ENST00000449321
VWA5A	ENSG00000110002	ENST00000392748
VWA5A	ENSG00000110002	ENST00000392744
VWA5B1	ENSG00000158816	ENST00000485375
VWA5B1	ENSG00000158816	ENST00000467486
VWA5B1	ENSG00000158816	ENST00000530722
VWA5B1	ENSG00000158816	ENST00000375079
VWA5B2	ENSG00000145198	ENST00000426955
VWA5B2	ENSG00000145198	ENST00000273794
VWA5B2	ENSG00000145198	ENST00000691901
VWA7	ENSG00000204396	ENST00000375688
VWA8	ENSG00000102763	ENST00000379310
VWA8	ENSG00000102763	ENST00000281496
VWC2	ENSG00000188730	ENST00000340652
VWC2L	ENSG00000174453	ENST00000312504
VWC2L	ENSG00000174453	ENST00000427124
VWCE	ENSG00000167992	ENST00000301770
VWCE	ENSG00000167992	ENST00000535599
VWCE	ENSG00000167992	ENST00000535710
VWCE	ENSG00000167992	ENST00000335613
VWDE	ENSG00000146530	ENST00000326715
VWDE	ENSG00000146530	ENST00000275358
VWDE	ENSG00000146530	ENST00000452576
VWDE	ENSG00000146530	ENST00000521169
VWF	ENSG00000110799	ENST00000321023
VWF	ENSG00000110799	ENST00000538563
VWF	ENSG00000110799	ENST00000261405
VXN	ENSG00000169085	ENST00000450307
VXN	ENSG00000169085	ENST00000305454
VXN	ENSG00000169085	ENST00000480005
VXN	ENSG00000169085	ENST00000522977
VXN	ENSG00000169085	ENST00000521495
VXN	ENSG00000169085	ENST00000460144
VXN	ENSG00000169085	ENST00000699189
WAC	ENSG00000095787	ENST00000448193
WAC	ENSG00000095787	ENST00000428935
WAC	ENSG00000095787	ENST00000651441
WAC	ENSG00000095787	ENST00000347934
WAC	ENSG00000095787	ENST00000651885
WAC	ENSG00000095787	ENST00000680735
WAC	ENSG00000095787	ENST00000439676
WAC	ENSG00000095787	ENST00000375664
WAC	ENSG00000095787	ENST00000679398
WAC	ENSG00000095787	ENST00000651598
WAC	ENSG00000095787	ENST00000375646
WAC	ENSG00000095787	ENST00000679428
WAC	ENSG00000095787	ENST00000442148
WAC	ENSG00000095787	ENST00000679570
WAC	ENSG00000095787	ENST00000681112
WAC	ENSG00000095787	ENST00000414108
WAC	ENSG00000095787	ENST00000354911
WAC	ENSG00000095787	ENST00000700325
WAPL	ENSG00000062650	ENST00000372075
WAPL	ENSG00000062650	ENST00000298767
WARS1	ENSG00000140105	ENST00000554820
WARS1	ENSG00000140105	ENST00000556338
WARS1	ENSG00000140105	ENST00000355338
WARS1	ENSG00000140105	ENST00000344102
WARS1	ENSG00000140105	ENST00000556504
WARS1	ENSG00000140105	ENST00000556695
WARS1	ENSG00000140105	ENST00000553934
WARS1	ENSG00000140105	ENST00000555031
WARS1	ENSG00000140105	ENST00000556295
WARS2	ENSG00000116874	ENST00000369426
WARS2	ENSG00000116874	ENST00000235521
WAS	ENSG00000015285	ENST00000376701
WAS	ENSG00000015285	ENST00000698626
WAS	ENSG00000015285	ENST00000698625
WAS	ENSG00000015285	ENST00000698635
WASF1	ENSG00000112290	ENST00000392588
WASF1	ENSG00000112290	ENST00000392589
WASF1	ENSG00000112290	ENST00000359451
WASF1	ENSG00000112290	ENST00000265601
WASF1	ENSG00000112290	ENST00000392586
WASF2	ENSG00000158195	ENST00000536657
WASF2	ENSG00000158195	ENST00000618852
WASF3	ENSG00000132970	ENST00000335327
WASF3	ENSG00000132970	ENST00000361042
WASHC1	ENSG00000181404	ENST00000696151
WASHC1	ENSG00000181404	ENST00000442898
WASHC1	ENSG00000181404	ENST00000642633
WASHC2A	ENSG00000099290	ENST00000434114
WASHC2A	ENSG00000099290	ENST00000351071
WASHC2A	ENSG00000099290	ENST00000611324
WASHC2A	ENSG00000099290	ENST00000454806
WASHC2A	ENSG00000099290	ENST00000399339
WASHC2A	ENSG00000099290	ENST00000282633
WASHC2A	ENSG00000099290	ENST00000314664
WASHC2C	ENSG00000172661	ENST00000420848
WASHC2C	ENSG00000172661	ENST00000537517
WASHC2C	ENSG00000172661	ENST00000623400
WASHC2C	ENSG00000172661	ENST00000359860
WASHC2C	ENSG00000172661	ENST00000374362
WASHC3	ENSG00000120860	ENST00000544341
WASHC3	ENSG00000120860	ENST00000535501
WASHC3	ENSG00000120860	ENST00000500685
WASHC3	ENSG00000120860	ENST00000240079
WASHC3	ENSG00000120860	ENST00000542923
WASHC3	ENSG00000120860	ENST00000538761
WASHC3	ENSG00000120860	ENST00000545679
WASHC3	ENSG00000120860	ENST00000540536
WASHC4	ENSG00000136051	ENST00000551224
WASHC4	ENSG00000136051	ENST00000550053
WASHC4	ENSG00000136051	ENST00000552203
WASHC4	ENSG00000136051	ENST00000620430
WASHC5	ENSG00000164961	ENST00000318410
WASHC5	ENSG00000164961	ENST00000523297
WASL	ENSG00000106299	ENST00000223023
WBP1	ENSG00000239779	ENST00000233615
WBP1	ENSG00000239779	ENST00000393972
WBP1	ENSG00000239779	ENST00000428943
WBP11	ENSG00000084463	ENST00000535328
WBP11	ENSG00000084463	ENST00000261167
WBP1L	ENSG00000166272	ENST00000647664
WBP1L	ENSG00000166272	ENST00000369889
WBP1L	ENSG00000166272	ENST00000448841
WBP2	ENSG00000132471	ENST00000590221
WBP2	ENSG00000132471	ENST00000433525
WBP2	ENSG00000132471	ENST00000588373
WBP2	ENSG00000132471	ENST00000585462
WBP2	ENSG00000132471	ENST00000591831
WBP2	ENSG00000132471	ENST00000589642
WBP2	ENSG00000132471	ENST00000591399
WBP2	ENSG00000132471	ENST00000586257
WBP2	ENSG00000132471	ENST00000593002
WBP2NL	ENSG00000183066	ENST00000445185
WBP2NL	ENSG00000183066	ENST00000412113
WBP2NL	ENSG00000183066	ENST00000328823
WBP2NL	ENSG00000183066	ENST00000329620
WBP2NL	ENSG00000183066	ENST00000436265
WBP2NL	ENSG00000183066	ENST00000543212
WBP4	ENSG00000120688	ENST00000379487
WDCP	ENSG00000163026	ENST00000443232
WDCP	ENSG00000163026	ENST00000295148
WDFY1	ENSG00000085449	ENST00000233055
WDFY2	ENSG00000139668	ENST00000612477
WDFY2	ENSG00000139668	ENST00000298125
WDFY3	ENSG00000163625	ENST00000295888
WDFY4	ENSG00000128815	ENST00000490507
WDFY4	ENSG00000128815	ENST00000325239
WDFY4	ENSG00000128815	ENST00000360890
WDHD1	ENSG00000198554	ENST00000567693
WDHD1	ENSG00000198554	ENST00000420358
WDHD1	ENSG00000198554	ENST00000455555
WDPCP	ENSG00000143951	ENST00000409199
WDPCP	ENSG00000143951	ENST00000272321
WDPCP	ENSG00000143951	ENST00000409562
WDPCP	ENSG00000143951	ENST00000417238
WDPCP	ENSG00000143951	ENST00000418148
WDPCP	ENSG00000143951	ENST00000431065
WDPCP	ENSG00000143951	ENST00000473678
WDPCP	ENSG00000143951	ENST00000409120
WDR1	ENSG00000071127	ENST00000699786
WDR1	ENSG00000071127	ENST00000699787
WDR1	ENSG00000071127	ENST00000699788
WDR1	ENSG00000071127	ENST00000499869
WDR1	ENSG00000071127	ENST00000699797
WDR1	ENSG00000071127	ENST00000699796
WDR1	ENSG00000071127	ENST00000699795
WDR1	ENSG00000071127	ENST00000699794
WDR1	ENSG00000071127	ENST00000699790
WDR1	ENSG00000071127	ENST00000699799
WDR1	ENSG00000071127	ENST00000699798
WDR1	ENSG00000071127	ENST00000264785
WDR1	ENSG00000071127	ENST00000502702
WDR11	ENSG00000120008	ENST00000604585
WDR11	ENSG00000120008	ENST00000605543
WDR11	ENSG00000120008	ENST00000497136
WDR12	ENSG00000138442	ENST00000261015
WDR12	ENSG00000138442	ENST00000688520
WDR13	ENSG00000101940	ENST00000486125
WDR13	ENSG00000101940	ENST00000498631
WDR13	ENSG00000101940	ENST00000376729
WDR13	ENSG00000101940	ENST00000218056
WDR17	ENSG00000150627	ENST00000280190
WDR17	ENSG00000150627	ENST00000508596
WDR17	ENSG00000150627	ENST00000507824
WDR17	ENSG00000150627	ENST00000443118
WDR17	ENSG00000150627	ENST00000513261
WDR18	ENSG00000065268	ENST00000607440
WDR18	ENSG00000065268	ENST00000591985
WDR18	ENSG00000065268	ENST00000591997
WDR18	ENSG00000065268	ENST00000590354
WDR18	ENSG00000065268	ENST00000251289
WDR18	ENSG00000065268	ENST00000585809
WDR18	ENSG00000065268	ENST00000587001
WDR18	ENSG00000065268	ENST00000590397
WDR19	ENSG00000157796	ENST00000505055
WDR19	ENSG00000157796	ENST00000399820
WDR19	ENSG00000157796	ENST00000509560
